year,GEOID,NAME,variable,estimate
2011,5000342850,"Manchester town, Bennington County, Vermont",Non-Mortgaged SMOC,818
2011,5000355000,"Peru town, Bennington County, Vermont",Mortgaged SMOC,1958
2011,5000355000,"Peru town, Bennington County, Vermont",Non-Mortgaged SMOC,760
2011,5000357025,"Pownal town, Bennington County, Vermont",Mortgaged SMOC,1123
2011,5000357025,"Pownal town, Bennington County, Vermont",Non-Mortgaged SMOC,487
2011,5000358600,"Readsboro town, Bennington County, Vermont",Mortgaged SMOC,1334
2011,5000358600,"Readsboro town, Bennington County, Vermont",Non-Mortgaged SMOC,564
2011,5000361000,"Rupert town, Bennington County, Vermont",Mortgaged SMOC,1188
2011,5000361000,"Rupert town, Bennington County, Vermont",Non-Mortgaged SMOC,671
2011,5000362875,"Sandgate town, Bennington County, Vermont",Mortgaged SMOC,1396
2011,5000362875,"Sandgate town, Bennington County, Vermont",Non-Mortgaged SMOC,738
2011,5000363175,"Searsburg town, Bennington County, Vermont",Mortgaged SMOC,846
2011,5000363175,"Searsburg town, Bennington County, Vermont",Non-Mortgaged SMOC,345
2011,5000363550,"Shaftsbury town, Bennington County, Vermont",Mortgaged SMOC,1382
2011,5000363550,"Shaftsbury town, Bennington County, Vermont",Non-Mortgaged SMOC,559
2011,5000369775,"Stamford town, Bennington County, Vermont",Mortgaged SMOC,1406
2011,5000369775,"Stamford town, Bennington County, Vermont",Non-Mortgaged SMOC,560
2011,5000371425,"Sunderland town, Bennington County, Vermont",Mortgaged SMOC,1455
2011,5000371425,"Sunderland town, Bennington County, Vermont",Non-Mortgaged SMOC,608
2011,5000385075,"Winhall town, Bennington County, Vermont",Mortgaged SMOC,1801
2011,5000385075,"Winhall town, Bennington County, Vermont",Non-Mortgaged SMOC,750
2011,5000385675,"Woodford town, Bennington County, Vermont",Mortgaged SMOC,1069
2011,5000385675,"Woodford town, Bennington County, Vermont",Non-Mortgaged SMOC,480
2011,5000502875,"Barnet town, Caledonia County, Vermont",Mortgaged SMOC,1223
2011,5000502875,"Barnet town, Caledonia County, Vermont",Non-Mortgaged SMOC,547
2011,5000510450,"Burke town, Caledonia County, Vermont",Mortgaged SMOC,1239
2011,5000510450,"Burke town, Caledonia County, Vermont",Non-Mortgaged SMOC,488
2011,5000517125,"Danville town, Caledonia County, Vermont",Mortgaged SMOC,1356
2011,5000517125,"Danville town, Caledonia County, Vermont",Non-Mortgaged SMOC,471
2011,5000530550,"Groton town, Caledonia County, Vermont",Mortgaged SMOC,1161
2011,5000530550,"Groton town, Caledonia County, Vermont",Non-Mortgaged SMOC,554
2011,5000531825,"Hardwick town, Caledonia County, Vermont",Mortgaged SMOC,1017
2011,5000531825,"Hardwick town, Caledonia County, Vermont",Non-Mortgaged SMOC,518
2011,5000537900,"Kirby town, Caledonia County, Vermont",Mortgaged SMOC,1383
2011,5000537900,"Kirby town, Caledonia County, Vermont",Non-Mortgaged SMOC,489
2011,5000541725,"Lyndon town, Caledonia County, Vermont",Mortgaged SMOC,1179
2011,5000541725,"Lyndon town, Caledonia County, Vermont",Non-Mortgaged SMOC,473
2011,5000547725,"Newark town, Caledonia County, Vermont",Mortgaged SMOC,1091
2011,5000547725,"Newark town, Caledonia County, Vermont",Non-Mortgaged SMOC,494
2011,5000554400,"Peacham town, Caledonia County, Vermont",Mortgaged SMOC,1399
2011,5000554400,"Peacham town, Caledonia County, Vermont",Non-Mortgaged SMOC,800
2011,5000561525,"Ryegate town, Caledonia County, Vermont",Mortgaged SMOC,1132
2011,5000561525,"Ryegate town, Caledonia County, Vermont",Non-Mortgaged SMOC,494
2011,5000562200,"St. Johnsbury town, Caledonia County, Vermont",Mortgaged SMOC,1344
2011,5000562200,"St. Johnsbury town, Caledonia County, Vermont",Non-Mortgaged SMOC,471
2011,5000564075,"Sheffield town, Caledonia County, Vermont",Mortgaged SMOC,1105
2011,5000564075,"Sheffield town, Caledonia County, Vermont",Non-Mortgaged SMOC,395
2011,5000569925,"Stannard town, Caledonia County, Vermont",Mortgaged SMOC,917
2011,5000569925,"Stannard town, Caledonia County, Vermont",Non-Mortgaged SMOC,617
2011,5000571575,"Sutton town, Caledonia County, Vermont",Mortgaged SMOC,997
2011,5000571575,"Sutton town, Caledonia County, Vermont",Non-Mortgaged SMOC,410
2011,5000575700,"Walden town, Caledonia County, Vermont",Mortgaged SMOC,1234
2011,5000575700,"Walden town, Caledonia County, Vermont",Non-Mortgaged SMOC,426
2011,5000577125,"Waterford town, Caledonia County, Vermont",Mortgaged SMOC,1480
2011,5000577125,"Waterford town, Caledonia County, Vermont",Non-Mortgaged SMOC,575
2011,5000583500,"Wheelock town, Caledonia County, Vermont",Mortgaged SMOC,1186
2011,5000583500,"Wheelock town, Caledonia County, Vermont",Non-Mortgaged SMOC,511
2011,5000706550,"Bolton town, Chittenden County, Vermont",Mortgaged SMOC,1629
2011,5000706550,"Bolton town, Chittenden County, Vermont",Non-Mortgaged SMOC,526
2011,5000710300,"Buels gore, Chittenden County, Vermont",Mortgaged SMOC,1125
2011,5000710300,"Buels gore, Chittenden County, Vermont",Non-Mortgaged SMOC,NA
2011,5000710675,"Burlington city, Chittenden County, Vermont",Mortgaged SMOC,1731
2011,5000710675,"Burlington city, Chittenden County, Vermont",Non-Mortgaged SMOC,699
2011,5000713300,"Charlotte town, Chittenden County, Vermont",Mortgaged SMOC,2622
2011,5000713300,"Charlotte town, Chittenden County, Vermont",Non-Mortgaged SMOC,904
2011,5000714875,"Colchester town, Chittenden County, Vermont",Mortgaged SMOC,1727
2011,5000714875,"Colchester town, Chittenden County, Vermont",Non-Mortgaged SMOC,653
2011,5000724175,"Essex town, Chittenden County, Vermont",Mortgaged SMOC,1900
2011,5000724175,"Essex town, Chittenden County, Vermont",Non-Mortgaged SMOC,681
2011,5000733475,"Hinesburg town, Chittenden County, Vermont",Mortgaged SMOC,1724
2011,5000733475,"Hinesburg town, Chittenden County, Vermont",Non-Mortgaged SMOC,681
2011,5000734600,"Huntington town, Chittenden County, Vermont",Mortgaged SMOC,1637
2011,5000734600,"Huntington town, Chittenden County, Vermont",Non-Mortgaged SMOC,641
2011,5000736700,"Jericho town, Chittenden County, Vermont",Mortgaged SMOC,1808
2011,5000736700,"Jericho town, Chittenden County, Vermont",Non-Mortgaged SMOC,616
2011,5000745250,"Milton town, Chittenden County, Vermont",Mortgaged SMOC,1802
2011,5000745250,"Milton town, Chittenden County, Vermont",Non-Mortgaged SMOC,579
2011,5000759275,"Richmond town, Chittenden County, Vermont",Mortgaged SMOC,1811
2011,5000759275,"Richmond town, Chittenden County, Vermont",Non-Mortgaged SMOC,645
2011,5000762050,"St. George town, Chittenden County, Vermont",Mortgaged SMOC,1427
2011,5000762050,"St. George town, Chittenden County, Vermont",Non-Mortgaged SMOC,570
2011,5000764300,"Shelburne town, Chittenden County, Vermont",Mortgaged SMOC,2203
2011,5000764300,"Shelburne town, Chittenden County, Vermont",Non-Mortgaged SMOC,816
2011,5000766175,"South Burlington city, Chittenden County, Vermont",Mortgaged SMOC,1971
2011,5000766175,"South Burlington city, Chittenden County, Vermont",Non-Mortgaged SMOC,710
2011,5000773975,"Underhill town, Chittenden County, Vermont",Mortgaged SMOC,1895
2011,5000773975,"Underhill town, Chittenden County, Vermont",Non-Mortgaged SMOC,673
2011,5000780350,"Westford town, Chittenden County, Vermont",Mortgaged SMOC,1927
2011,5000780350,"Westford town, Chittenden County, Vermont",Non-Mortgaged SMOC,670
2011,5000784475,"Williston town, Chittenden County, Vermont",Mortgaged SMOC,1950
2011,5000784475,"Williston town, Chittenden County, Vermont",Non-Mortgaged SMOC,746
2011,5000785150,"Winooski city, Chittenden County, Vermont",Mortgaged SMOC,1504
2011,5000785150,"Winooski city, Chittenden County, Vermont",Non-Mortgaged SMOC,622
2011,5000902125,"Averill town, Essex County, Vermont",Mortgaged SMOC,NA
2011,5000902125,"Averill town, Essex County, Vermont",Non-Mortgaged SMOC,NA
2011,5000902162,"Avery's gore, Essex County, Vermont",Mortgaged SMOC,NA
2011,5000902162,"Avery's gore, Essex County, Vermont",Non-Mortgaged SMOC,NA
2011,5000906325,"Bloomfield town, Essex County, Vermont",Mortgaged SMOC,1088
2011,5000906325,"Bloomfield town, Essex County, Vermont",Non-Mortgaged SMOC,345
2011,5000908725,"Brighton town, Essex County, Vermont",Mortgaged SMOC,1044
2011,5000908725,"Brighton town, Essex County, Vermont",Non-Mortgaged SMOC,462
2011,5000910075,"Brunswick town, Essex County, Vermont",Mortgaged SMOC,938
2011,5000910075,"Brunswick town, Essex County, Vermont",Non-Mortgaged SMOC,375
2011,5000911800,"Canaan town, Essex County, Vermont",Mortgaged SMOC,1061
2011,5000911800,"Canaan town, Essex County, Vermont",Non-Mortgaged SMOC,467
2011,5000915250,"Concord town, Essex County, Vermont",Mortgaged SMOC,974
2011,5000915250,"Concord town, Essex County, Vermont",Non-Mortgaged SMOC,424
2011,5000921250,"East Haven town, Essex County, Vermont",Mortgaged SMOC,850
2011,5000921250,"East Haven town, Essex County, Vermont",Non-Mortgaged SMOC,438
2011,5000925975,"Ferdinand town, Essex County, Vermont",Mortgaged SMOC,567
2011,5000925975,"Ferdinand town, Essex County, Vermont",Non-Mortgaged SMOC,400
2011,5000929125,"Granby town, Essex County, Vermont",Mortgaged SMOC,1113
2011,5000929125,"Granby town, Essex County, Vermont",Non-Mortgaged SMOC,261
2011,5000930775,"Guildhall town, Essex County, Vermont",Mortgaged SMOC,1125
2011,5000930775,"Guildhall town, Essex County, Vermont",Non-Mortgaged SMOC,400
2011,5000939700,"Lemington town, Essex County, Vermont",Mortgaged SMOC,993
2011,5000939700,"Lemington town, Essex County, Vermont",Non-Mortgaged SMOC,429
2011,5000939775,"Lewis town, Essex County, Vermont",Mortgaged SMOC,NA
2011,5000939775,"Lewis town, Essex County, Vermont",Non-Mortgaged SMOC,NA
2011,5000941425,"Lunenburg town, Essex County, Vermont",Mortgaged SMOC,995
2011,5000941425,"Lunenburg town, Essex County, Vermont",Non-Mortgaged SMOC,463
2011,5000942475,"Maidstone town, Essex County, Vermont",Mortgaged SMOC,950
2011,5000942475,"Maidstone town, Essex County, Vermont",Non-Mortgaged SMOC,643
2011,5000952750,"Norton town, Essex County, Vermont",Mortgaged SMOC,883
2011,5000952750,"Norton town, Essex County, Vermont",Non-Mortgaged SMOC,333
2011,5000975175,"Victory town, Essex County, Vermont",Mortgaged SMOC,1073
2011,5000975175,"Victory town, Essex County, Vermont",Non-Mortgaged SMOC,325
2011,5000976337,"Warner's grant, Essex County, Vermont",Mortgaged SMOC,NA
2011,5000976337,"Warner's grant, Essex County, Vermont",Non-Mortgaged SMOC,NA
2011,5000976562,"Warren's gore, Essex County, Vermont",Mortgaged SMOC,NA
2011,5000976562,"Warren's gore, Essex County, Vermont",Non-Mortgaged SMOC,417
2011,5001102500,"Bakersfield town, Franklin County, Vermont",Mortgaged SMOC,1329
2011,5001102500,"Bakersfield town, Franklin County, Vermont",Non-Mortgaged SMOC,522
2011,5001105425,"Berkshire town, Franklin County, Vermont",Mortgaged SMOC,1414
2011,5001105425,"Berkshire town, Franklin County, Vermont",Non-Mortgaged SMOC,571
2011,5001123875,"Enosburg town, Franklin County, Vermont",Mortgaged SMOC,1315
2011,5001123875,"Enosburg town, Franklin County, Vermont",Non-Mortgaged SMOC,547
2011,5001124925,"Fairfax town, Franklin County, Vermont",Mortgaged SMOC,1630
2011,5001124925,"Fairfax town, Franklin County, Vermont",Non-Mortgaged SMOC,539
2011,5001125225,"Fairfield town, Franklin County, Vermont",Mortgaged SMOC,1441
2011,5001125225,"Fairfield town, Franklin County, Vermont",Non-Mortgaged SMOC,526
2011,5001126500,"Fletcher town, Franklin County, Vermont",Mortgaged SMOC,1585
2011,5001126500,"Fletcher town, Franklin County, Vermont",Non-Mortgaged SMOC,547
2011,5001127100,"Franklin town, Franklin County, Vermont",Mortgaged SMOC,1367
2011,5001127100,"Franklin town, Franklin County, Vermont",Non-Mortgaged SMOC,472
2011,5001127700,"Georgia town, Franklin County, Vermont",Mortgaged SMOC,1585
2011,5001127700,"Georgia town, Franklin County, Vermont",Non-Mortgaged SMOC,703
2011,5001133025,"Highgate town, Franklin County, Vermont",Mortgaged SMOC,1477
2011,5001133025,"Highgate town, Franklin County, Vermont",Non-Mortgaged SMOC,511
2011,5001145850,"Montgomery town, Franklin County, Vermont",Mortgaged SMOC,1229
2011,5001145850,"Montgomery town, Franklin County, Vermont",Non-Mortgaged SMOC,464
2011,5001159125,"Richford town, Franklin County, Vermont",Mortgaged SMOC,1264
2011,5001159125,"Richford town, Franklin County, Vermont",Non-Mortgaged SMOC,448
2011,5001161675,"St. Albans city, Franklin County, Vermont",Mortgaged SMOC,1617
2011,5001161675,"St. Albans city, Franklin County, Vermont",Non-Mortgaged SMOC,640
2011,5001161750,"St. Albans town, Franklin County, Vermont",Mortgaged SMOC,1605
2011,5001161750,"St. Albans town, Franklin County, Vermont",Non-Mortgaged SMOC,522
2011,5001164600,"Sheldon town, Franklin County, Vermont",Mortgaged SMOC,1318
2011,5001164600,"Sheldon town, Franklin County, Vermont",Non-Mortgaged SMOC,527
2011,5001171725,"Swanton town, Franklin County, Vermont",Mortgaged SMOC,1464
2011,5001171725,"Swanton town, Franklin County, Vermont",Non-Mortgaged SMOC,568
2011,5001300700,"Alburg town, Grand Isle County, Vermont",Mortgaged SMOC,1450
2011,5001300700,"Alburg town, Grand Isle County, Vermont",Non-Mortgaged SMOC,522
2011,5001329275,"Grand Isle town, Grand Isle County, Vermont",Mortgaged SMOC,1814
2011,5001329275,"Grand Isle town, Grand Isle County, Vermont",Non-Mortgaged SMOC,649
2011,5001335875,"Isle La Motte town, Grand Isle County, Vermont",Mortgaged SMOC,1615
2011,5001335875,"Isle La Motte town, Grand Isle County, Vermont",Non-Mortgaged SMOC,700
2011,5001350650,"North Hero town, Grand Isle County, Vermont",Mortgaged SMOC,1786
2011,5001350650,"North Hero town, Grand Isle County, Vermont",Non-Mortgaged SMOC,672
2011,5001367000,"South Hero town, Grand Isle County, Vermont",Mortgaged SMOC,1868
2011,5001367000,"South Hero town, Grand Isle County, Vermont",Non-Mortgaged SMOC,763
2011,5001504375,"Belvidere town, Lamoille County, Vermont",Mortgaged SMOC,1536
2011,5001504375,"Belvidere town, Lamoille County, Vermont",Non-Mortgaged SMOC,464
2011,5001511500,"Cambridge town, Lamoille County, Vermont",Mortgaged SMOC,1733
2011,5001511500,"Cambridge town, Lamoille County, Vermont",Non-Mortgaged SMOC,642
2011,5001523500,"Eden town, Lamoille County, Vermont",Mortgaged SMOC,1340
2011,5001523500,"Eden town, Lamoille County, Vermont",Non-Mortgaged SMOC,489
2011,5001523725,"Elmore town, Lamoille County, Vermont",Mortgaged SMOC,1345
2011,5001523725,"Elmore town, Lamoille County, Vermont",Non-Mortgaged SMOC,600
2011,5001535050,"Hyde Park town, Lamoille County, Vermont",Mortgaged SMOC,1286
2011,5001535050,"Hyde Park town, Lamoille County, Vermont",Non-Mortgaged SMOC,576
2011,5001537075,"Johnson town, Lamoille County, Vermont",Mortgaged SMOC,1389
2011,5001537075,"Johnson town, Lamoille County, Vermont",Non-Mortgaged SMOC,488
2011,5001546675,"Morristown town, Lamoille County, Vermont",Mortgaged SMOC,1454
2011,5001546675,"Morristown town, Lamoille County, Vermont",Non-Mortgaged SMOC,629
2011,5001570525,"Stowe town, Lamoille County, Vermont",Mortgaged SMOC,2465
2011,5001570525,"Stowe town, Lamoille County, Vermont",Non-Mortgaged SMOC,1001
2011,5001577425,"Waterville town, Lamoille County, Vermont",Mortgaged SMOC,1322
2011,5001577425,"Waterville town, Lamoille County, Vermont",Non-Mortgaged SMOC,558
2011,5001585375,"Wolcott town, Lamoille County, Vermont",Mortgaged SMOC,1246
2011,5001585375,"Wolcott town, Lamoille County, Vermont",Non-Mortgaged SMOC,493
2011,5001707375,"Bradford town, Orange County, Vermont",Mortgaged SMOC,1338
2011,5001707375,"Bradford town, Orange County, Vermont",Non-Mortgaged SMOC,545
2011,5001707600,"Braintree town, Orange County, Vermont",Mortgaged SMOC,1203
2011,5001707600,"Braintree town, Orange County, Vermont",Non-Mortgaged SMOC,613
2011,5001709325,"Brookfield town, Orange County, Vermont",Mortgaged SMOC,1311
2011,5001709325,"Brookfield town, Orange County, Vermont",Non-Mortgaged SMOC,610
2011,5001713525,"Chelsea town, Orange County, Vermont",Mortgaged SMOC,1246
2011,5001713525,"Chelsea town, Orange County, Vermont",Non-Mortgaged SMOC,498
2011,5001715700,"Corinth town, Orange County, Vermont",Mortgaged SMOC,1338
2011,5001715700,"Corinth town, Orange County, Vermont",Non-Mortgaged SMOC,533
2011,5001725675,"Fairlee town, Orange County, Vermont",Mortgaged SMOC,1639
2011,5001725675,"Fairlee town, Orange County, Vermont",Non-Mortgaged SMOC,770
2011,5001748175,"Newbury town, Orange County, Vermont",Mortgaged SMOC,1319
2011,5001748175,"Newbury town, Orange County, Vermont",Non-Mortgaged SMOC,591
2011,5001753425,"Orange town, Orange County, Vermont",Mortgaged SMOC,1123
2011,5001753425,"Orange town, Orange County, Vermont",Non-Mortgaged SMOC,511
2011,5001758075,"Randolph town, Orange County, Vermont",Mortgaged SMOC,1447
2011,5001758075,"Randolph town, Orange County, Vermont",Non-Mortgaged SMOC,697
2011,5001770675,"Strafford town, Orange County, Vermont",Mortgaged SMOC,1520
2011,5001770675,"Strafford town, Orange County, Vermont",Non-Mortgaged SMOC,638
2011,5001772400,"Thetford town, Orange County, Vermont",Mortgaged SMOC,1590
2011,5001772400,"Thetford town, Orange County, Vermont",Non-Mortgaged SMOC,753
2011,5001773075,"Topsham town, Orange County, Vermont",Mortgaged SMOC,1152
2011,5001773075,"Topsham town, Orange County, Vermont",Non-Mortgaged SMOC,459
2011,5001773675,"Tunbridge town, Orange County, Vermont",Mortgaged SMOC,1332
2011,5001773675,"Tunbridge town, Orange County, Vermont",Non-Mortgaged SMOC,518
2011,5001774950,"Vershire town, Orange County, Vermont",Mortgaged SMOC,1185
2011,5001774950,"Vershire town, Orange County, Vermont",Non-Mortgaged SMOC,653
2011,5001776750,"Washington town, Orange County, Vermont",Mortgaged SMOC,1369
2011,5001776750,"Washington town, Orange County, Vermont",Non-Mortgaged SMOC,488
2011,5001779975,"West Fairlee town, Orange County, Vermont",Mortgaged SMOC,1206
2011,5001779975,"West Fairlee town, Orange County, Vermont",Non-Mortgaged SMOC,568
2011,5001784175,"Williamstown town, Orange County, Vermont",Mortgaged SMOC,1241
2011,5001784175,"Williamstown town, Orange County, Vermont",Non-Mortgaged SMOC,531
2011,5001900475,"Albany town, Orleans County, Vermont",Mortgaged SMOC,1093
2011,5001900475,"Albany town, Orleans County, Vermont",Non-Mortgaged SMOC,450
2011,5001903550,"Barton town, Orleans County, Vermont",Mortgaged SMOC,1195
2011,5001903550,"Barton town, Orleans County, Vermont",Non-Mortgaged SMOC,514
2011,5001909850,"Brownington town, Orleans County, Vermont",Mortgaged SMOC,1018
2011,5001909850,"Brownington town, Orleans County, Vermont",Non-Mortgaged SMOC,468
2011,5001913150,"Charleston town, Orleans County, Vermont",Mortgaged SMOC,1020
2011,5001913150,"Charleston town, Orleans County, Vermont",Non-Mortgaged SMOC,383
2011,5001916150,"Coventry town, Orleans County, Vermont",Mortgaged SMOC,1045
2011,5001916150,"Coventry town, Orleans County, Vermont",Non-Mortgaged SMOC,467
2011,5001916300,"Craftsbury town, Orleans County, Vermont",Mortgaged SMOC,1345
2011,5001916300,"Craftsbury town, Orleans County, Vermont",Non-Mortgaged SMOC,600
2011,5001917350,"Derby town, Orleans County, Vermont",Mortgaged SMOC,1253
2011,5001917350,"Derby town, Orleans County, Vermont",Non-Mortgaged SMOC,469
2011,5001928075,"Glover town, Orleans County, Vermont",Mortgaged SMOC,1266
2011,5001928075,"Glover town, Orleans County, Vermont",Non-Mortgaged SMOC,563
2011,5001930175,"Greensboro town, Orleans County, Vermont",Mortgaged SMOC,1333
2011,5001930175,"Greensboro town, Orleans County, Vermont",Non-Mortgaged SMOC,655
2011,5001933775,"Holland town, Orleans County, Vermont",Mortgaged SMOC,1072
2011,5001933775,"Holland town, Orleans County, Vermont",Non-Mortgaged SMOC,489
2011,5001935575,"Irasburg town, Orleans County, Vermont",Mortgaged SMOC,1192
2011,5001935575,"Irasburg town, Orleans County, Vermont",Non-Mortgaged SMOC,437
2011,5001936325,"Jay town, Orleans County, Vermont",Mortgaged SMOC,1227
2011,5001936325,"Jay town, Orleans County, Vermont",Non-Mortgaged SMOC,490
2011,5001940525,"Lowell town, Orleans County, Vermont",Mortgaged SMOC,1206
2011,5001940525,"Lowell town, Orleans County, Vermont",Non-Mortgaged SMOC,387
2011,5001946450,"Morgan town, Orleans County, Vermont",Mortgaged SMOC,1011
2011,5001946450,"Morgan town, Orleans County, Vermont",Non-Mortgaged SMOC,450
2011,5001948850,"Newport city, Orleans County, Vermont",Mortgaged SMOC,1235
2011,5001948850,"Newport city, Orleans County, Vermont",Non-Mortgaged SMOC,625
2011,5001948925,"Newport town, Orleans County, Vermont",Mortgaged SMOC,1226
2011,5001948925,"Newport town, Orleans County, Vermont",Non-Mortgaged SMOC,523
2011,5001973525,"Troy town, Orleans County, Vermont",Mortgaged SMOC,1128
2011,5001973525,"Troy town, Orleans County, Vermont",Non-Mortgaged SMOC,475
2011,5001980200,"Westfield town, Orleans County, Vermont",Mortgaged SMOC,1338
2011,5001980200,"Westfield town, Orleans County, Vermont",Non-Mortgaged SMOC,533
2011,5001981700,"Westmore town, Orleans County, Vermont",Mortgaged SMOC,1354
2011,5001981700,"Westmore town, Orleans County, Vermont",Non-Mortgaged SMOC,544
2011,5002105200,"Benson town, Rutland County, Vermont",Mortgaged SMOC,1173
2011,5002105200,"Benson town, Rutland County, Vermont",Non-Mortgaged SMOC,543
2011,5002107750,"Brandon town, Rutland County, Vermont",Mortgaged SMOC,1224
2011,5002107750,"Brandon town, Rutland County, Vermont",Non-Mortgaged SMOC,600
2011,5002111950,"Castleton town, Rutland County, Vermont",Mortgaged SMOC,1384
2011,5002111950,"Castleton town, Rutland County, Vermont",Non-Mortgaged SMOC,540
2011,5002114350,"Chittenden town, Rutland County, Vermont",Mortgaged SMOC,1629
2011,5002114350,"Chittenden town, Rutland County, Vermont",Non-Mortgaged SMOC,584
2011,5002114500,"Clarendon town, Rutland County, Vermont",Mortgaged SMOC,1493
2011,5002114500,"Clarendon town, Rutland County, Vermont",Non-Mortgaged SMOC,542
2011,5002116825,"Danby town, Rutland County, Vermont",Mortgaged SMOC,1434
2011,5002116825,"Danby town, Rutland County, Vermont",Non-Mortgaged SMOC,487
2011,5002125375,"Fair Haven town, Rutland County, Vermont",Mortgaged SMOC,1358
2011,5002125375,"Fair Haven town, Rutland County, Vermont",Non-Mortgaged SMOC,483
2011,5002134450,"Hubbardton town, Rutland County, Vermont",Mortgaged SMOC,1444
2011,5002134450,"Hubbardton town, Rutland County, Vermont",Non-Mortgaged SMOC,600
2011,5002135425,"Ira town, Rutland County, Vermont",Mortgaged SMOC,1200
2011,5002135425,"Ira town, Rutland County, Vermont",Non-Mortgaged SMOC,500
2011,5002137685,"Killington town, Rutland County, Vermont",Mortgaged SMOC,2213
2011,5002137685,"Killington town, Rutland County, Vermont",Non-Mortgaged SMOC,775
2011,5002144125,"Mendon town, Rutland County, Vermont",Mortgaged SMOC,1669
2011,5002144125,"Mendon town, Rutland County, Vermont",Non-Mortgaged SMOC,754
2011,5002144800,"Middletown Springs town, Rutland County, Vermont",Mortgaged SMOC,1188
2011,5002144800,"Middletown Springs town, Rutland County, Vermont",Non-Mortgaged SMOC,633
2011,5002147200,"Mount Holly town, Rutland County, Vermont",Mortgaged SMOC,1368
2011,5002147200,"Mount Holly town, Rutland County, Vermont",Non-Mortgaged SMOC,661
2011,5002147425,"Mount Tabor town, Rutland County, Vermont",Mortgaged SMOC,1518
2011,5002147425,"Mount Tabor town, Rutland County, Vermont",Non-Mortgaged SMOC,573
2011,5002154250,"Pawlet town, Rutland County, Vermont",Mortgaged SMOC,1630
2011,5002154250,"Pawlet town, Rutland County, Vermont",Non-Mortgaged SMOC,610
2011,5002155450,"Pittsfield town, Rutland County, Vermont",Mortgaged SMOC,1375
2011,5002155450,"Pittsfield town, Rutland County, Vermont",Non-Mortgaged SMOC,676
2011,5002155600,"Pittsford town, Rutland County, Vermont",Mortgaged SMOC,1316
2011,5002155600,"Pittsford town, Rutland County, Vermont",Non-Mortgaged SMOC,617
2011,5002156875,"Poultney town, Rutland County, Vermont",Mortgaged SMOC,1445
2011,5002156875,"Poultney town, Rutland County, Vermont",Non-Mortgaged SMOC,636
2011,5002157250,"Proctor town, Rutland County, Vermont",Mortgaged SMOC,1374
2011,5002157250,"Proctor town, Rutland County, Vermont",Non-Mortgaged SMOC,633
2011,5002161225,"Rutland city, Rutland County, Vermont",Mortgaged SMOC,1439
2011,5002161225,"Rutland city, Rutland County, Vermont",Non-Mortgaged SMOC,609
2011,5002161300,"Rutland town, Rutland County, Vermont",Mortgaged SMOC,1619
2011,5002161300,"Rutland town, Rutland County, Vermont",Non-Mortgaged SMOC,663
2011,5002165275,"Shrewsbury town, Rutland County, Vermont",Mortgaged SMOC,1446
2011,5002165275,"Shrewsbury town, Rutland County, Vermont",Non-Mortgaged SMOC,580
2011,5002171050,"Sudbury town, Rutland County, Vermont",Mortgaged SMOC,1456
2011,5002171050,"Sudbury town, Rutland County, Vermont",Non-Mortgaged SMOC,593
2011,5002172925,"Tinmouth town, Rutland County, Vermont",Mortgaged SMOC,1417
2011,5002172925,"Tinmouth town, Rutland County, Vermont",Non-Mortgaged SMOC,654
2011,5002175925,"Wallingford town, Rutland County, Vermont",Mortgaged SMOC,1433
2011,5002175925,"Wallingford town, Rutland County, Vermont",Non-Mortgaged SMOC,524
2011,5002177950,"Wells town, Rutland County, Vermont",Mortgaged SMOC,1383
2011,5002177950,"Wells town, Rutland County, Vermont",Non-Mortgaged SMOC,470
2011,5002180875,"West Haven town, Rutland County, Vermont",Mortgaged SMOC,1042
2011,5002180875,"West Haven town, Rutland County, Vermont",Non-Mortgaged SMOC,564
2011,5002182300,"West Rutland town, Rutland County, Vermont",Mortgaged SMOC,1405
2011,5002182300,"West Rutland town, Rutland County, Vermont",Non-Mortgaged SMOC,576
2011,5002303175,"Barre city, Washington County, Vermont",Mortgaged SMOC,1390
2011,5002303175,"Barre city, Washington County, Vermont",Non-Mortgaged SMOC,618
2011,5002303250,"Barre town, Washington County, Vermont",Mortgaged SMOC,1431
2011,5002303250,"Barre town, Washington County, Vermont",Non-Mortgaged SMOC,577
2011,5002305650,"Berlin town, Washington County, Vermont",Mortgaged SMOC,1563
2011,5002305650,"Berlin town, Washington County, Vermont",Non-Mortgaged SMOC,590
2011,5002311125,"Cabot town, Washington County, Vermont",Mortgaged SMOC,1340
2011,5002311125,"Cabot town, Washington County, Vermont",Non-Mortgaged SMOC,527
2011,5002311350,"Calais town, Washington County, Vermont",Mortgaged SMOC,1592
2011,5002311350,"Calais town, Washington County, Vermont",Non-Mortgaged SMOC,555
2011,5002318550,"Duxbury town, Washington County, Vermont",Mortgaged SMOC,1410
2011,5002318550,"Duxbury town, Washington County, Vermont",Non-Mortgaged SMOC,498
2011,5002321925,"East Montpelier town, Washington County, Vermont",Mortgaged SMOC,1632
2011,5002321925,"East Montpelier town, Washington County, Vermont",Non-Mortgaged SMOC,640
2011,5002325825,"Fayston town, Washington County, Vermont",Mortgaged SMOC,1997
2011,5002325825,"Fayston town, Washington County, Vermont",Non-Mortgaged SMOC,790
2011,5002343600,"Marshfield town, Washington County, Vermont",Mortgaged SMOC,1483
2011,5002343600,"Marshfield town, Washington County, Vermont",Non-Mortgaged SMOC,541
