"","X_geoid","NAME","Year","Population"
"1",5000100325,"Addison town, Addison County, Vermont","1791",402
"2",5000100325,"Addison town, Addison County, Vermont","1800",734
"3",5000100325,"Addison town, Addison County, Vermont","1810",1100
"4",5000100325,"Addison town, Addison County, Vermont","1820",1210
"5",5000100325,"Addison town, Addison County, Vermont","1830",1306
"6",5000100325,"Addison town, Addison County, Vermont","1840",1232
"7",5000100325,"Addison town, Addison County, Vermont","1850",1279
"8",5000100325,"Addison town, Addison County, Vermont","1860",1000
"9",5000100325,"Addison town, Addison County, Vermont","1870",911
"10",5000100325,"Addison town, Addison County, Vermont","1880",847
"11",5000100325,"Addison town, Addison County, Vermont","1890",900
"12",5000100325,"Addison town, Addison County, Vermont","1900",851
"13",5000100325,"Addison town, Addison County, Vermont","1910",796
"14",5000100325,"Addison town, Addison County, Vermont","1920",743
"15",5000100325,"Addison town, Addison County, Vermont","1930",684
"16",5000100325,"Addison town, Addison County, Vermont","1940",576
"17",5000100325,"Addison town, Addison County, Vermont","1950",628
"18",5000100325,"Addison town, Addison County, Vermont","1960",645
"19",5000100325,"Addison town, Addison County, Vermont","1970",717
"20",5000100325,"Addison town, Addison County, Vermont","1980",889
"21",5000100325,"Addison town, Addison County, Vermont","1990",1023
"22",5000100325,"Addison town, Addison County, Vermont","2000",1393
"23",5000100325,"Addison town, Addison County, Vermont","2010",1371
"24",5000100325,"Addison town, Addison County, Vermont","2020",1365
"25",5001900475,"Albany town, Orleans County, Vermont","1791",0
"26",5001900475,"Albany town, Orleans County, Vermont","1800",0
"27",5001900475,"Albany town, Orleans County, Vermont","1810",101
"28",5001900475,"Albany town, Orleans County, Vermont","1820",253
"29",5001900475,"Albany town, Orleans County, Vermont","1830",683
"30",5001900475,"Albany town, Orleans County, Vermont","1840",920
"31",5001900475,"Albany town, Orleans County, Vermont","1850",1052
"32",5001900475,"Albany town, Orleans County, Vermont","1860",1224
"33",5001900475,"Albany town, Orleans County, Vermont","1870",1151
"34",5001900475,"Albany town, Orleans County, Vermont","1880",1138
"35",5001900475,"Albany town, Orleans County, Vermont","1890",995
"36",5001900475,"Albany town, Orleans County, Vermont","1900",1028
"37",5001900475,"Albany town, Orleans County, Vermont","1910",920
"38",5001900475,"Albany town, Orleans County, Vermont","1920",840
"39",5001900475,"Albany town, Orleans County, Vermont","1930",810
"40",5001900475,"Albany town, Orleans County, Vermont","1940",748
"41",5001900475,"Albany town, Orleans County, Vermont","1950",704
"42",5001900475,"Albany town, Orleans County, Vermont","1960",560
"43",5001900475,"Albany town, Orleans County, Vermont","1970",528
"44",5001900475,"Albany town, Orleans County, Vermont","1980",705
"45",5001900475,"Albany town, Orleans County, Vermont","1990",782
"46",5001900475,"Albany town, Orleans County, Vermont","2000",840
"47",5001900475,"Albany town, Orleans County, Vermont","2010",941
"48",5001900475,"Albany town, Orleans County, Vermont","2020",976
"49",5001300860,"Alburgh town, Grand Isle County, Vermont","1791",446
"50",5001300860,"Alburgh town, Grand Isle County, Vermont","1800",750
"51",5001300860,"Alburgh town, Grand Isle County, Vermont","1810",1106
"52",5001300860,"Alburgh town, Grand Isle County, Vermont","1820",1172
"53",5001300860,"Alburgh town, Grand Isle County, Vermont","1830",1239
"54",5001300860,"Alburgh town, Grand Isle County, Vermont","1840",1344
"55",5001300860,"Alburgh town, Grand Isle County, Vermont","1850",1568
"56",5001300860,"Alburgh town, Grand Isle County, Vermont","1860",1793
"57",5001300860,"Alburgh town, Grand Isle County, Vermont","1870",1716
"58",5001300860,"Alburgh town, Grand Isle County, Vermont","1880",1614
"59",5001300860,"Alburgh town, Grand Isle County, Vermont","1890",1390
"60",5001300860,"Alburgh town, Grand Isle County, Vermont","1900",1474
"61",5001300860,"Alburgh town, Grand Isle County, Vermont","1910",1311
"62",5001300860,"Alburgh town, Grand Isle County, Vermont","1920",1491
"63",5001300860,"Alburgh town, Grand Isle County, Vermont","1930",1609
"64",5001300860,"Alburgh town, Grand Isle County, Vermont","1940",1623
"65",5001300860,"Alburgh town, Grand Isle County, Vermont","1950",1402
"66",5001300860,"Alburgh town, Grand Isle County, Vermont","1960",1123
"67",5001300860,"Alburgh town, Grand Isle County, Vermont","1970",1271
"68",5001300860,"Alburgh town, Grand Isle County, Vermont","1980",1352
"69",5001300860,"Alburgh town, Grand Isle County, Vermont","1990",1362
"70",5001300860,"Alburgh town, Grand Isle County, Vermont","2000",1952
"71",5001300860,"Alburgh town, Grand Isle County, Vermont","2010",1998
"72",5001300860,"Alburgh town, Grand Isle County, Vermont","2020",2106
"73",5002701300,"Andover town, Windsor County, Vermont","1791",275
"74",5002701300,"Andover town, Windsor County, Vermont","1800",1016
"75",5002701300,"Andover town, Windsor County, Vermont","1810",957
"76",5002701300,"Andover town, Windsor County, Vermont","1820",1000
"77",5002701300,"Andover town, Windsor County, Vermont","1830",975
"78",5002701300,"Andover town, Windsor County, Vermont","1840",877
"79",5002701300,"Andover town, Windsor County, Vermont","1850",725
"80",5002701300,"Andover town, Windsor County, Vermont","1860",670
"81",5002701300,"Andover town, Windsor County, Vermont","1870",588
"82",5002701300,"Andover town, Windsor County, Vermont","1880",564
"83",5002701300,"Andover town, Windsor County, Vermont","1890",418
"84",5002701300,"Andover town, Windsor County, Vermont","1900",372
"85",5002701300,"Andover town, Windsor County, Vermont","1910",284
"86",5002701300,"Andover town, Windsor County, Vermont","1920",294
"87",5002701300,"Andover town, Windsor County, Vermont","1930",258
"88",5002701300,"Andover town, Windsor County, Vermont","1940",213
"89",5002701300,"Andover town, Windsor County, Vermont","1950",185
"90",5002701300,"Andover town, Windsor County, Vermont","1960",215
"91",5002701300,"Andover town, Windsor County, Vermont","1970",239
"92",5002701300,"Andover town, Windsor County, Vermont","1980",350
"93",5002701300,"Andover town, Windsor County, Vermont","1990",373
"94",5002701300,"Andover town, Windsor County, Vermont","2000",496
"95",5002701300,"Andover town, Windsor County, Vermont","2010",467
"96",5002701300,"Andover town, Windsor County, Vermont","2020",568
"97",5000301450,"Arlington town, Bennington County, Vermont","1791",992
"98",5000301450,"Arlington town, Bennington County, Vermont","1800",1597
"99",5000301450,"Arlington town, Bennington County, Vermont","1810",1468
"100",5000301450,"Arlington town, Bennington County, Vermont","1820",1354
"101",5000301450,"Arlington town, Bennington County, Vermont","1830",1207
"102",5000301450,"Arlington town, Bennington County, Vermont","1840",1038
"103",5000301450,"Arlington town, Bennington County, Vermont","1850",1084
"104",5000301450,"Arlington town, Bennington County, Vermont","1860",1146
"105",5000301450,"Arlington town, Bennington County, Vermont","1870",1636
"106",5000301450,"Arlington town, Bennington County, Vermont","1880",1532
"107",5000301450,"Arlington town, Bennington County, Vermont","1890",1352
"108",5000301450,"Arlington town, Bennington County, Vermont","1900",1193
"109",5000301450,"Arlington town, Bennington County, Vermont","1910",1307
"110",5000301450,"Arlington town, Bennington County, Vermont","1920",1370
"111",5000301450,"Arlington town, Bennington County, Vermont","1930",1441
"112",5000301450,"Arlington town, Bennington County, Vermont","1940",1418
"113",5000301450,"Arlington town, Bennington County, Vermont","1950",1463
"114",5000301450,"Arlington town, Bennington County, Vermont","1960",1605
"115",5000301450,"Arlington town, Bennington County, Vermont","1970",1934
"116",5000301450,"Arlington town, Bennington County, Vermont","1980",2184
"117",5000301450,"Arlington town, Bennington County, Vermont","1990",2299
"118",5000301450,"Arlington town, Bennington County, Vermont","2000",2397
"119",5000301450,"Arlington town, Bennington County, Vermont","2010",2317
"120",5000301450,"Arlington town, Bennington County, Vermont","2020",2457
"121",5002501900,"Athens town, Windham County, Vermont","1791",450
"122",5002501900,"Athens town, Windham County, Vermont","1800",459
"123",5002501900,"Athens town, Windham County, Vermont","1810",478
"124",5002501900,"Athens town, Windham County, Vermont","1820",507
"125",5002501900,"Athens town, Windham County, Vermont","1830",415
"126",5002501900,"Athens town, Windham County, Vermont","1840",358
"127",5002501900,"Athens town, Windham County, Vermont","1850",359
"128",5002501900,"Athens town, Windham County, Vermont","1860",382
"129",5002501900,"Athens town, Windham County, Vermont","1870",295
"130",5002501900,"Athens town, Windham County, Vermont","1880",284
"131",5002501900,"Athens town, Windham County, Vermont","1890",205
"132",5002501900,"Athens town, Windham County, Vermont","1900",180
"133",5002501900,"Athens town, Windham County, Vermont","1910",201
"134",5002501900,"Athens town, Windham County, Vermont","1920",123
"135",5002501900,"Athens town, Windham County, Vermont","1930",132
"136",5002501900,"Athens town, Windham County, Vermont","1940",136
"137",5002501900,"Athens town, Windham County, Vermont","1950",139
"138",5002501900,"Athens town, Windham County, Vermont","1960",142
"139",5002501900,"Athens town, Windham County, Vermont","1970",159
"140",5002501900,"Athens town, Windham County, Vermont","1980",250
"141",5002501900,"Athens town, Windham County, Vermont","1990",313
"142",5002501900,"Athens town, Windham County, Vermont","2000",340
"143",5002501900,"Athens town, Windham County, Vermont","2010",442
"144",5002501900,"Athens town, Windham County, Vermont","2020",380
"145",5000902125,"Averill town, Essex County, Vermont","1791",0
"146",5000902125,"Averill town, Essex County, Vermont","1800",0
"147",5000902125,"Averill town, Essex County, Vermont","1810",0
"148",5000902125,"Averill town, Essex County, Vermont","1820",0
"149",5000902125,"Averill town, Essex County, Vermont","1830",1
"150",5000902125,"Averill town, Essex County, Vermont","1840",11
"151",5000902125,"Averill town, Essex County, Vermont","1850",7
"152",5000902125,"Averill town, Essex County, Vermont","1860",12
"153",5000902125,"Averill town, Essex County, Vermont","1870",14
"154",5000902125,"Averill town, Essex County, Vermont","1880",48
"155",5000902125,"Averill town, Essex County, Vermont","1890",43
"156",5000902125,"Averill town, Essex County, Vermont","1900",18
"157",5000902125,"Averill town, Essex County, Vermont","1910",15
"158",5000902125,"Averill town, Essex County, Vermont","1920",4
"159",5000902125,"Averill town, Essex County, Vermont","1930",9
"160",5000902125,"Averill town, Essex County, Vermont","1940",12
"161",5000902125,"Averill town, Essex County, Vermont","1950",20
"162",5000902125,"Averill town, Essex County, Vermont","1960",16
"163",5000902125,"Averill town, Essex County, Vermont","1970",8
"164",5000902125,"Averill town, Essex County, Vermont","1980",15
"165",5000902125,"Averill town, Essex County, Vermont","1990",7
"166",5000902125,"Averill town, Essex County, Vermont","2000",8
"167",5000902125,"Averill town, Essex County, Vermont","2010",24
"168",5000902125,"Averill town, Essex County, Vermont","2020",21
"169",5000902162,"Avery's gore, Essex County, Vermont","1791",0
"170",5000902162,"Avery's gore, Essex County, Vermont","1800",0
"171",5000902162,"Avery's gore, Essex County, Vermont","1810",0
"172",5000902162,"Avery's gore, Essex County, Vermont","1820",0
"173",5000902162,"Avery's gore, Essex County, Vermont","1830",0
"174",5000902162,"Avery's gore, Essex County, Vermont","1840",0
"175",5000902162,"Avery's gore, Essex County, Vermont","1850",0
"176",5000902162,"Avery's gore, Essex County, Vermont","1860",0
"177",5000902162,"Avery's gore, Essex County, Vermont","1870",0
"178",5000902162,"Avery's gore, Essex County, Vermont","1880",0
"179",5000902162,"Avery's gore, Essex County, Vermont","1890",0
"180",5000902162,"Avery's gore, Essex County, Vermont","1900",0
"181",5000902162,"Avery's gore, Essex County, Vermont","1910",0
"182",5000902162,"Avery's gore, Essex County, Vermont","1920",0
"183",5000902162,"Avery's gore, Essex County, Vermont","1930",0
"184",5000902162,"Avery's gore, Essex County, Vermont","1940",0
"185",5000902162,"Avery's gore, Essex County, Vermont","1950",0
"186",5000902162,"Avery's gore, Essex County, Vermont","1960",0
"187",5000902162,"Avery's gore, Essex County, Vermont","1970",0
"188",5000902162,"Avery's gore, Essex County, Vermont","1980",0
"189",5000902162,"Avery's gore, Essex County, Vermont","1990",0
"190",5000902162,"Avery's gore, Essex County, Vermont","2000",0
"191",5000902162,"Avery's gore, Essex County, Vermont","2010",0
"192",5000902162,"Avery's gore, Essex County, Vermont","2020",0
"193",5001102500,"Bakersfield town, Franklin County, Vermont","1791",13
"194",5001102500,"Bakersfield town, Franklin County, Vermont","1800",222
"195",5001102500,"Bakersfield town, Franklin County, Vermont","1810",812
"196",5001102500,"Bakersfield town, Franklin County, Vermont","1820",945
"197",5001102500,"Bakersfield town, Franklin County, Vermont","1830",1087
"198",5001102500,"Bakersfield town, Franklin County, Vermont","1840",1258
"199",5001102500,"Bakersfield town, Franklin County, Vermont","1850",1523
"200",5001102500,"Bakersfield town, Franklin County, Vermont","1860",1451
"201",5001102500,"Bakersfield town, Franklin County, Vermont","1870",1043
"202",5001102500,"Bakersfield town, Franklin County, Vermont","1880",1248
"203",5001102500,"Bakersfield town, Franklin County, Vermont","1890",1162
"204",5001102500,"Bakersfield town, Franklin County, Vermont","1900",1158
"205",5001102500,"Bakersfield town, Franklin County, Vermont","1910",1079
"206",5001102500,"Bakersfield town, Franklin County, Vermont","1920",980
"207",5001102500,"Bakersfield town, Franklin County, Vermont","1930",889
"208",5001102500,"Bakersfield town, Franklin County, Vermont","1940",827
"209",5001102500,"Bakersfield town, Franklin County, Vermont","1950",779
"210",5001102500,"Bakersfield town, Franklin County, Vermont","1960",664
"211",5001102500,"Bakersfield town, Franklin County, Vermont","1970",635
"212",5001102500,"Bakersfield town, Franklin County, Vermont","1980",852
"213",5001102500,"Bakersfield town, Franklin County, Vermont","1990",977
"214",5001102500,"Bakersfield town, Franklin County, Vermont","2000",1215
"215",5001102500,"Bakersfield town, Franklin County, Vermont","2010",1322
"216",5001102500,"Bakersfield town, Franklin County, Vermont","2020",1273
"217",5002702575,"Baltimore town, Windsor County, Vermont","1791",0
"218",5002702575,"Baltimore town, Windsor County, Vermont","1800",174
"219",5002702575,"Baltimore town, Windsor County, Vermont","1810",207
"220",5002702575,"Baltimore town, Windsor County, Vermont","1820",204
"221",5002702575,"Baltimore town, Windsor County, Vermont","1830",179
"222",5002702575,"Baltimore town, Windsor County, Vermont","1840",155
"223",5002702575,"Baltimore town, Windsor County, Vermont","1850",124
"224",5002702575,"Baltimore town, Windsor County, Vermont","1860",116
"225",5002702575,"Baltimore town, Windsor County, Vermont","1870",83
"226",5002702575,"Baltimore town, Windsor County, Vermont","1880",71
"227",5002702575,"Baltimore town, Windsor County, Vermont","1890",64
"228",5002702575,"Baltimore town, Windsor County, Vermont","1900",55
"229",5002702575,"Baltimore town, Windsor County, Vermont","1910",54
"230",5002702575,"Baltimore town, Windsor County, Vermont","1920",62
"231",5002702575,"Baltimore town, Windsor County, Vermont","1930",69
"232",5002702575,"Baltimore town, Windsor County, Vermont","1940",85
"233",5002702575,"Baltimore town, Windsor County, Vermont","1950",89
"234",5002702575,"Baltimore town, Windsor County, Vermont","1960",90
"235",5002702575,"Baltimore town, Windsor County, Vermont","1970",170
"236",5002702575,"Baltimore town, Windsor County, Vermont","1980",181
"237",5002702575,"Baltimore town, Windsor County, Vermont","1990",190
"238",5002702575,"Baltimore town, Windsor County, Vermont","2000",250
"239",5002702575,"Baltimore town, Windsor County, Vermont","2010",244
"240",5002702575,"Baltimore town, Windsor County, Vermont","2020",229
"241",5002702725,"Barnard town, Windsor County, Vermont","1791",673
"242",5002702725,"Barnard town, Windsor County, Vermont","1800",1236
"243",5002702725,"Barnard town, Windsor County, Vermont","1810",1648
"244",5002702725,"Barnard town, Windsor County, Vermont","1820",1691
"245",5002702725,"Barnard town, Windsor County, Vermont","1830",1889
"246",5002702725,"Barnard town, Windsor County, Vermont","1840",1774
"247",5002702725,"Barnard town, Windsor County, Vermont","1850",1647
"248",5002702725,"Barnard town, Windsor County, Vermont","1860",1487
"249",5002702725,"Barnard town, Windsor County, Vermont","1870",1208
"250",5002702725,"Barnard town, Windsor County, Vermont","1880",1191
"251",5002702725,"Barnard town, Windsor County, Vermont","1890",918
"252",5002702725,"Barnard town, Windsor County, Vermont","1900",840
"253",5002702725,"Barnard town, Windsor County, Vermont","1910",737
"254",5002702725,"Barnard town, Windsor County, Vermont","1920",653
"255",5002702725,"Barnard town, Windsor County, Vermont","1930",584
"256",5002702725,"Barnard town, Windsor County, Vermont","1940",486
"257",5002702725,"Barnard town, Windsor County, Vermont","1950",439
"258",5002702725,"Barnard town, Windsor County, Vermont","1960",435
"259",5002702725,"Barnard town, Windsor County, Vermont","1970",569
"260",5002702725,"Barnard town, Windsor County, Vermont","1980",790
"261",5002702725,"Barnard town, Windsor County, Vermont","1990",872
"262",5002702725,"Barnard town, Windsor County, Vermont","2000",958
"263",5002702725,"Barnard town, Windsor County, Vermont","2010",947
"264",5002702725,"Barnard town, Windsor County, Vermont","2020",992
"265",5000502875,"Barnet town, Caledonia County, Vermont","1791",477
"266",5000502875,"Barnet town, Caledonia County, Vermont","1800",858
"267",5000502875,"Barnet town, Caledonia County, Vermont","1810",1301
"268",5000502875,"Barnet town, Caledonia County, Vermont","1820",1488
"269",5000502875,"Barnet town, Caledonia County, Vermont","1830",1764
"270",5000502875,"Barnet town, Caledonia County, Vermont","1840",2030
"271",5000502875,"Barnet town, Caledonia County, Vermont","1850",2521
"272",5000502875,"Barnet town, Caledonia County, Vermont","1860",1994
"273",5000502875,"Barnet town, Caledonia County, Vermont","1870",1945
"274",5000502875,"Barnet town, Caledonia County, Vermont","1880",1907
"275",5000502875,"Barnet town, Caledonia County, Vermont","1890",1897
"276",5000502875,"Barnet town, Caledonia County, Vermont","1900",1763
"277",5000502875,"Barnet town, Caledonia County, Vermont","1910",1707
"278",5000502875,"Barnet town, Caledonia County, Vermont","1920",1685
"279",5000502875,"Barnet town, Caledonia County, Vermont","1930",2604
"280",5000502875,"Barnet town, Caledonia County, Vermont","1940",1596
"281",5000502875,"Barnet town, Caledonia County, Vermont","1950",1425
"282",5000502875,"Barnet town, Caledonia County, Vermont","1960",1445
"283",5000502875,"Barnet town, Caledonia County, Vermont","1970",1342
"284",5000502875,"Barnet town, Caledonia County, Vermont","1980",1338
"285",5000502875,"Barnet town, Caledonia County, Vermont","1990",1415
"286",5000502875,"Barnet town, Caledonia County, Vermont","2000",1690
"287",5000502875,"Barnet town, Caledonia County, Vermont","2010",1708
"288",5000502875,"Barnet town, Caledonia County, Vermont","2020",1663
"289",5002303175,"Barre city, Washington County, Vermont","1791",0
"290",5002303175,"Barre city, Washington County, Vermont","1800",0
"291",5002303175,"Barre city, Washington County, Vermont","1810",0
"292",5002303175,"Barre city, Washington County, Vermont","1820",0
"293",5002303175,"Barre city, Washington County, Vermont","1830",0
"294",5002303175,"Barre city, Washington County, Vermont","1840",0
"295",5002303175,"Barre city, Washington County, Vermont","1850",0
"296",5002303175,"Barre city, Washington County, Vermont","1860",0
"297",5002303175,"Barre city, Washington County, Vermont","1870",0
"298",5002303175,"Barre city, Washington County, Vermont","1880",0
"299",5002303175,"Barre city, Washington County, Vermont","1890",0
"300",5002303175,"Barre city, Washington County, Vermont","1900",8448
"301",5002303175,"Barre city, Washington County, Vermont","1910",10734
"302",5002303175,"Barre city, Washington County, Vermont","1920",10008
"303",5002303175,"Barre city, Washington County, Vermont","1930",11307
"304",5002303175,"Barre city, Washington County, Vermont","1940",10909
"305",5002303175,"Barre city, Washington County, Vermont","1950",10922
"306",5002303175,"Barre city, Washington County, Vermont","1960",10387
"307",5002303175,"Barre city, Washington County, Vermont","1970",10209
"308",5002303175,"Barre city, Washington County, Vermont","1980",9824
"309",5002303175,"Barre city, Washington County, Vermont","1990",9482
"310",5002303175,"Barre city, Washington County, Vermont","2000",9291
"311",5002303175,"Barre city, Washington County, Vermont","2010",9052
"312",5002303175,"Barre city, Washington County, Vermont","2020",8491
"313",5002303250,"Barre town, Washington County, Vermont","1791",76
"314",5002303250,"Barre town, Washington County, Vermont","1800",919
"315",5002303250,"Barre town, Washington County, Vermont","1810",1669
"316",5002303250,"Barre town, Washington County, Vermont","1820",1955
"317",5002303250,"Barre town, Washington County, Vermont","1830",2012
"318",5002303250,"Barre town, Washington County, Vermont","1840",2126
"319",5002303250,"Barre town, Washington County, Vermont","1850",1845
"320",5002303250,"Barre town, Washington County, Vermont","1860",1839
"321",5002303250,"Barre town, Washington County, Vermont","1870",1882
"322",5002303250,"Barre town, Washington County, Vermont","1880",2060
"323",5002303250,"Barre town, Washington County, Vermont","1890",6812
"324",5002303250,"Barre town, Washington County, Vermont","1900",3346
"325",5002303250,"Barre town, Washington County, Vermont","1910",4194
"326",5002303250,"Barre town, Washington County, Vermont","1920",3882
"327",5002303250,"Barre town, Washington County, Vermont","1930",4280
"328",5002303250,"Barre town, Washington County, Vermont","1940",4052
"329",5002303250,"Barre town, Washington County, Vermont","1950",4145
"330",5002303250,"Barre town, Washington County, Vermont","1960",4580
"331",5002303250,"Barre town, Washington County, Vermont","1970",6509
"332",5002303250,"Barre town, Washington County, Vermont","1980",7090
"333",5002303250,"Barre town, Washington County, Vermont","1990",7411
"334",5002303250,"Barre town, Washington County, Vermont","2000",7602
"335",5002303250,"Barre town, Washington County, Vermont","2010",7924
"336",5002303250,"Barre town, Washington County, Vermont","2020",7923
"337",5001903550,"Barton town, Orleans County, Vermont","1791",0
"338",5001903550,"Barton town, Orleans County, Vermont","1800",128
"339",5001903550,"Barton town, Orleans County, Vermont","1810",447
"340",5001903550,"Barton town, Orleans County, Vermont","1820",372
"341",5001903550,"Barton town, Orleans County, Vermont","1830",729
"342",5001903550,"Barton town, Orleans County, Vermont","1840",892
"343",5001903550,"Barton town, Orleans County, Vermont","1850",987
"344",5001903550,"Barton town, Orleans County, Vermont","1860",1590
"345",5001903550,"Barton town, Orleans County, Vermont","1870",1911
"346",5001903550,"Barton town, Orleans County, Vermont","1880",2364
"347",5001903550,"Barton town, Orleans County, Vermont","1890",2217
"348",5001903550,"Barton town, Orleans County, Vermont","1900",2790
"349",5001903550,"Barton town, Orleans County, Vermont","1910",3346
"350",5001903550,"Barton town, Orleans County, Vermont","1920",3506
"351",5001903550,"Barton town, Orleans County, Vermont","1930",3469
"352",5001903550,"Barton town, Orleans County, Vermont","1940",3371
"353",5001903550,"Barton town, Orleans County, Vermont","1950",3298
"354",5001903550,"Barton town, Orleans County, Vermont","1960",3066
"355",5001903550,"Barton town, Orleans County, Vermont","1970",2874
"356",5001903550,"Barton town, Orleans County, Vermont","1980",2990
"357",5001903550,"Barton town, Orleans County, Vermont","1990",2967
"358",5001903550,"Barton town, Orleans County, Vermont","2000",2780
"359",5001903550,"Barton town, Orleans County, Vermont","2010",2810
"360",5001903550,"Barton town, Orleans County, Vermont","2020",2872
"361",5001504375,"Belvidere town, Lamoille County, Vermont","1791",0
"362",5001504375,"Belvidere town, Lamoille County, Vermont","1800",0
"363",5001504375,"Belvidere town, Lamoille County, Vermont","1810",217
"364",5001504375,"Belvidere town, Lamoille County, Vermont","1820",198
"365",5001504375,"Belvidere town, Lamoille County, Vermont","1830",185
"366",5001504375,"Belvidere town, Lamoille County, Vermont","1840",207
"367",5001504375,"Belvidere town, Lamoille County, Vermont","1850",256
"368",5001504375,"Belvidere town, Lamoille County, Vermont","1860",366
"369",5001504375,"Belvidere town, Lamoille County, Vermont","1870",369
"370",5001504375,"Belvidere town, Lamoille County, Vermont","1880",400
"371",5001504375,"Belvidere town, Lamoille County, Vermont","1890",571
"372",5001504375,"Belvidere town, Lamoille County, Vermont","1900",428
"373",5001504375,"Belvidere town, Lamoille County, Vermont","1910",429
"374",5001504375,"Belvidere town, Lamoille County, Vermont","1920",363
"375",5001504375,"Belvidere town, Lamoille County, Vermont","1930",258
"376",5001504375,"Belvidere town, Lamoille County, Vermont","1940",220
"377",5001504375,"Belvidere town, Lamoille County, Vermont","1950",207
"378",5001504375,"Belvidere town, Lamoille County, Vermont","1960",155
"379",5001504375,"Belvidere town, Lamoille County, Vermont","1970",189
"380",5001504375,"Belvidere town, Lamoille County, Vermont","1980",218
"381",5001504375,"Belvidere town, Lamoille County, Vermont","1990",228
"382",5001504375,"Belvidere town, Lamoille County, Vermont","2000",294
"383",5001504375,"Belvidere town, Lamoille County, Vermont","2010",348
"384",5001504375,"Belvidere town, Lamoille County, Vermont","2020",358
"385",5000304825,"Bennington town, Bennington County, Vermont","1791",2350
"386",5000304825,"Bennington town, Bennington County, Vermont","1800",2243
"387",5000304825,"Bennington town, Bennington County, Vermont","1810",2524
"388",5000304825,"Bennington town, Bennington County, Vermont","1820",2485
"389",5000304825,"Bennington town, Bennington County, Vermont","1830",3419
"390",5000304825,"Bennington town, Bennington County, Vermont","1840",3429
"391",5000304825,"Bennington town, Bennington County, Vermont","1850",3923
"392",5000304825,"Bennington town, Bennington County, Vermont","1860",4369
"393",5000304825,"Bennington town, Bennington County, Vermont","1870",5760
"394",5000304825,"Bennington town, Bennington County, Vermont","1880",6335
"395",5000304825,"Bennington town, Bennington County, Vermont","1890",6391
"396",5000304825,"Bennington town, Bennington County, Vermont","1900",8033
"397",5000304825,"Bennington town, Bennington County, Vermont","1910",8698
"398",5000304825,"Bennington town, Bennington County, Vermont","1920",9982
"399",5000304825,"Bennington town, Bennington County, Vermont","1930",10628
"400",5000304825,"Bennington town, Bennington County, Vermont","1940",11257
"401",5000304825,"Bennington town, Bennington County, Vermont","1950",12411
"402",5000304825,"Bennington town, Bennington County, Vermont","1960",13002
"403",5000304825,"Bennington town, Bennington County, Vermont","1970",14586
"404",5000304825,"Bennington town, Bennington County, Vermont","1980",15815
"405",5000304825,"Bennington town, Bennington County, Vermont","1990",16451
"406",5000304825,"Bennington town, Bennington County, Vermont","2000",15737
"407",5000304825,"Bennington town, Bennington County, Vermont","2010",15764
"408",5000304825,"Bennington town, Bennington County, Vermont","2020",15333
"409",5002105200,"Benson town, Rutland County, Vermont","1791",658
"410",5002105200,"Benson town, Rutland County, Vermont","1800",1164
"411",5002105200,"Benson town, Rutland County, Vermont","1810",1561
"412",5002105200,"Benson town, Rutland County, Vermont","1820",1481
"413",5002105200,"Benson town, Rutland County, Vermont","1830",1493
"414",5002105200,"Benson town, Rutland County, Vermont","1840",1403
"415",5002105200,"Benson town, Rutland County, Vermont","1850",1305
"416",5002105200,"Benson town, Rutland County, Vermont","1860",1256
"417",5002105200,"Benson town, Rutland County, Vermont","1870",1244
"418",5002105200,"Benson town, Rutland County, Vermont","1880",1104
"419",5002105200,"Benson town, Rutland County, Vermont","1890",880
"420",5002105200,"Benson town, Rutland County, Vermont","1900",844
"421",5002105200,"Benson town, Rutland County, Vermont","1910",813
"422",5002105200,"Benson town, Rutland County, Vermont","1920",807
"423",5002105200,"Benson town, Rutland County, Vermont","1930",630
"424",5002105200,"Benson town, Rutland County, Vermont","1940",572
"425",5002105200,"Benson town, Rutland County, Vermont","1950",573
"426",5002105200,"Benson town, Rutland County, Vermont","1960",549
"427",5002105200,"Benson town, Rutland County, Vermont","1970",583
"428",5002105200,"Benson town, Rutland County, Vermont","1980",739
"429",5002105200,"Benson town, Rutland County, Vermont","1990",847
"430",5002105200,"Benson town, Rutland County, Vermont","2000",1039
"431",5002105200,"Benson town, Rutland County, Vermont","2010",1056
"432",5002105200,"Benson town, Rutland County, Vermont","2020",974
"433",5001105425,"Berkshire town, Franklin County, Vermont","1791",0
"434",5001105425,"Berkshire town, Franklin County, Vermont","1800",172
"435",5001105425,"Berkshire town, Franklin County, Vermont","1810",918
"436",5001105425,"Berkshire town, Franklin County, Vermont","1820",831
"437",5001105425,"Berkshire town, Franklin County, Vermont","1830",1308
"438",5001105425,"Berkshire town, Franklin County, Vermont","1840",1818
"439",5001105425,"Berkshire town, Franklin County, Vermont","1850",1955
"440",5001105425,"Berkshire town, Franklin County, Vermont","1860",1890
"441",5001105425,"Berkshire town, Franklin County, Vermont","1870",1609
"442",5001105425,"Berkshire town, Franklin County, Vermont","1880",1596
"443",5001105425,"Berkshire town, Franklin County, Vermont","1890",1421
"444",5001105425,"Berkshire town, Franklin County, Vermont","1900",1326
"445",5001105425,"Berkshire town, Franklin County, Vermont","1910",1286
"446",5001105425,"Berkshire town, Franklin County, Vermont","1920",1299
"447",5001105425,"Berkshire town, Franklin County, Vermont","1930",1234
