_geoid,Town,County,year1791,year1800,year1810,year1820,year1830,year1840,year1850,year1860,year1870,year1880,year1890,year1900,year1910,year1920,year1930,year1940,year1950,year1960,year1970,year1980,year1990,year2000,year2010,year2020
5001570525,Stowe,Lamoille,0,316,650,957,1570,1371,1771,2046,2049,1896,1886,1926,1991,1800,1654,1741,1720,1901,2388,2991,3433,4339,4314,5223
5001770675,Strafford,Orange,844,1642,1805,1921,1935,1762,1640,1506,1290,1181,932,1000,776,601,615,598,680,548,536,731,902,1045,1098,1094
5002570750,Stratton,Windham,95,271,265,272,312,341,286,365,294,302,222,271,86,90,55,117,54,24,104,122,121,136,216,440
5002171050,Sudbury,Rutland,258,521,754,809,812,796,794,696,601,562,502,474,415,417,361,321,263,249,253,380,516,583,560,545
5000371425,Sunderland,Bennington,414,557,575,496,463,438,479,667,553,655,633,518,494,409,375,442,493,566,601,768,872,850,956,1056
5000571575,Sutton,Caledonia,0,0,433,697,1005,1068,1001,987,920,838,746,694,711,659,596,561,528,476,438,667,854,1001,1029,913
5001171725,Swanton,Franklin,74,858,1657,607,2158,2312,2824,2678,2866,3079,3231,3745,3628,3342,3433,3543,3740,3946,4622,5141,5636,6203,6427,6701
5001772400,Thetford,Orange,862,1478,1735,1915,2113,2065,2016,1876,1613,1529,1287,1249,1182,1089,1052,1043,1046,1049,1422,2188,2438,2617,2588,2775
5002172925,Tinmouth,Rutland,935,973,1001,1069,1049,780,717,620,569,532,435,404,410,349,340,346,248,228,268,406,455,567,613,553
5001773075,Topsham,Orange,126,344,814,1020,1384,1745,1668,1662,1418,1365,1187,1117,918,825,720,707,733,638,686,767,944,1142,1173,1199
5002573300,Townshend,Windham,678,1083,1115,1406,1386,1345,1354,1376,1171,1099,865,833,817,786,633,694,584,643,668,849,1019,1149,1232,1291
5001973525,Troy,Orleans,0,0,231,227,608,855,1008,1246,1355,1522,1673,1467,1685,1869,1098,1869,1786,1613,1457,1498,1609,1564,1662,1722
5001773675,Tunbridge,Orange,487,1324,1640,2003,1920,1811,1786,1546,1405,1262,1011,885,918,907,903,882,774,743,791,925,1154,1309,1284,1337
5000773975,Underhill,Chittenden,59,212,490,757,1052,1441,1599,1637,1655,1439,1301,1140,1004,896,781,760,698,730,1198,2172,2799,2980,3016,3129
5000174650,Vergennes,Addison,201,516,835,817,999,1017,1378,1286,1670,1782,1773,1753,1463,1609,1705,1662,1736,1921,2242,2273,2578,2741,2588,2553
5002574800,Vernon,Windham,482,480,521,627,681,705,821,726,764,652,567,578,606,656,609,559,712,865,1024,1175,1850,2141,2206,2192
5001774950,Vershire,Orange,439,1031,1311,1290,1260,1188,1071,1053,1140,1875,954,641,446,410,368,367,284,236,299,442,560,629,730,672
5000975175,Victory,Essex,0,0,0,6,53,140,168,212,263,321,554,321,206,125,80,104,49,46,42,56,50,97,62,70
5002375325,Waitsfield,Washington,61,473,647,935,968,1048,1021,1005,948,938,815,760,709,682,723,706,661,658,837,1300,1422,1659,1719,1844
5000575700,Walden,Caledonia,11,153,455,580,827,913,910,1001,992,931,810,764,739,674,664,547,481,427,442,575,703,782,935,956
5002175925,Wallingford,Rutland,538,912,1386,1570,1740,1608,1688,1747,2023,1846,1733,1575,1719,1581,1564,1450,1482,1439,1676,1893,2184,2274,2079,2129
5000176075,Waltham,Addison,247,247,244,264,330,283,270,263,249,248,255,264,202,204,175,184,193,186,265,394,454,479,486,446
5002576225,Wardsboro,Windham,753,1484,2053,1010,1148,1102,1125,1005,866,766,704,637,559,380,355,401,377,322,391,505,654,854,900,869
5000976337,Warner's Grant,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002376525,Warren,Washington,0,58,229,320,766,943,962,1041,1008,951,866,826,825,654,486,450,498,469,588,956,1172,1681,1705,1977
5000976562,Warren's Gore,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,4,2
5001776750,Washington,Orange,72,507,1040,1160,1374,1369,1348,1249,1113,922,820,820,762,660,697,730,650,565,667,855,937,1047,1039,1032
5002376975,Waterbury,Washington,93,644,966,1269,1650,1992,2352,2198,2633,2297,2232,2810,3273,3542,4045,4118,4276,4303,4614,4465,4589,4915,5064,5331
5000577125,Waterford,Caledonia,63,565,1289,1247,1358,1388,1412,1171,872,815,734,705,629,574,712,498,468,460,586,882,1190,1104,1280,1268
5001577425,Waterville,Lamoille,0,0,0,0,488,610,753,747,574,547,577,529,485,469,307,386,409,332,397,470,532,697,673,686
5002777500,Weathersfield,Windsor,1146,1944,2115,2301,2213,2081,1851,1766,1557,1354,1174,1089,1092,1087,1156,1075,1288,1254,2040,2534,2674,2788,2825,2842
5002177950,Wells,Rutland,620,978,1040,986,880,740,804,642,483,665,621,606,569,521,515,420,487,419,560,815,902,1121,1150,1214
5001779975,West Fairlee,Orange,0,391,983,1143,841,824,696,830,833,1038,561,531,446,387,405,428,363,333,337,427,633,726,652,621
5002180875,West Haven,Rutland,0,430,679,684,724,774,718,580,713,492,412,355,363,343,280,302,232,220,240,253,273,278,264,239
5002182300,West Rutland,Rutland,0,0,0,0,0,0,0,0,0,0,3680,2914,3427,3391,3421,2922,2487,2302,2381,2351,2448,2535,2326,2214
5002783050,West Windsor,Windsor,0,0,0,0,0,0,1002,924,708,690,570,513,569,514,512,494,504,539,571,763,923,1067,1099,1344
5001980200,Westfield,Orleans,0,16,149,225,353,370,502,618,721,698,763,646,613,490,448,354,358,347,375,418,422,503,536,534
5000780350,Westford,Chittenden,63,648,1107,1218,1290,1352,1458,1231,1237,1133,1033,888,854,706,698,698,685,680,991,1413,1740,2086,2029,2062
5002581400,Westminster,Windham,1599,1942,1925,1974,1737,1656,1721,1300,1238,1377,1265,1295,1327,1289,1324,1403,1400,1602,1875,2493,3026,3210,3178,3016
5001981700,Westmore,Orleans,0,0,0,126,132,122,152,324,412,480,395,390,331,287,224,224,210,179,195,257,305,306,350,357
5002782000,Weston,Windsor,0,0,629,890,972,1032,950,932,931,987,864,756,632,436,411,457,468,442,507,627,488,630,566,623
5000183275,Weybridge,Addison,174,502,750,714,850,797,804,667,627,608,543,518,494,438,418,385,402,430,618,667,749,824,833,814
5000583500,Wheelock,Caledonia,33,568,963,906,834,881,855,832,822,829,596,567,500,526,412,293,287,246,238,444,481,621,811,759
5000183800,Whiting,Addison,249,404,565,609,653,659,629,542,430,455,355,361,348,302,358,312,282,304,359,379,407,380,419,405
5002583950,Whitingham,Windham,442,868,1248,1397,1477,1391,1380,1372,1263,1240,1191,1042,969,811,734,789,816,838,1011,1043,1177,1298,1357,1344
5001784175,Williamstown,Orange,146,839,1353,1481,1487,1620,1452,1377,1236,1038,1188,1610,1726,1526,1609,1477,1600,1553,1822,2284,2839,3225,3389,3515
5000784475,Williston,Chittenden,469,836,1195,1538,1608,1554,1664,1472,1441,1342,1161,1176,1000,929,961,1021,1182,1484,3187,3843,4887,7650,8698,10103
5002584700,Wilmington,Windham,645,1011,1193,1369,1367,1296,1372,1424,1246,1130,1106,1221,1229,1483,1171,1221,1169,1245,1586,1808,1968,2225,1876,2255
5002584850,Windham,Windham,0,427,782,931,847,757,763,680,544,536,379,356,345,261,254,183,146,135,174,223,251,328,419,449
5002784925,Windsor,Windsor,1542,2211,2757,2956,3134,2744,1928,1669,1699,2175,1846,2119,2407,3687,4359,4155,4402,4468,4158,4084,3714,3756,3553,3559
5000385075,Winhall,Bennington,155,202,429,428,571,576,762,741,642,722,523,449,366,336,229,212,255,245,281,327,482,702,769,1182
5000785150,Winooski,Chittenden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5308,6036,6734,7420,7309,6318,6649,6561,7267,7997
5001585375,Wolcott,Lamoille,32,47,124,123,492,910,909,1161,1132,1166,1158,1066,1049,932,831,772,766,633,676,986,1229,1456,1676,1670
5002385525,Woodbury,Washington,23,23,254,432,824,1092,1070,999,902,856,810,862,824,686,529,463,449,317,399,573,766,809,906,928
5000385675,Woodford,Bennington,60,138,254,212,395,487,423,379,371,487,353,279,187,231,137,170,198,207,286,314,331,414,424,355
5002785975,Woodstock,Windsor,1597,2132,2672,2610,3044,3315,3041,3062,2910,2815,2545,2557,2545,2370,2469,2512,2613,2786,2608,3214,3212,3232,3048,3005
5002386125,Worcester,Washington,25,25,41,44,432,567,702,684,775,802,725,636,694,463,471,396,445,417,505,727,906,902,998,964
