year,GEOID,NAME,estimate
2012,5001916300,"Craftsbury town, Orleans County, Vermont",162500
2012,5001917350,"Derby town, Orleans County, Vermont",171000
2012,5001928075,"Glover town, Orleans County, Vermont",169400
2012,5001930175,"Greensboro town, Orleans County, Vermont",205800
2012,5001933775,"Holland town, Orleans County, Vermont",146300
2012,5001935575,"Irasburg town, Orleans County, Vermont",170400
2012,5001936325,"Jay town, Orleans County, Vermont",206400
2012,5001940525,"Lowell town, Orleans County, Vermont",132400
2012,5001946450,"Morgan town, Orleans County, Vermont",178700
2012,5001948850,"Newport city, Orleans County, Vermont",137800
2012,5001948925,"Newport town, Orleans County, Vermont",169700
2012,5001973525,"Troy town, Orleans County, Vermont",122100
2012,5001980200,"Westfield town, Orleans County, Vermont",165200
2012,5001981700,"Westmore town, Orleans County, Vermont",213000
2012,5002105200,"Benson town, Rutland County, Vermont",150000
2012,5002107750,"Brandon town, Rutland County, Vermont",162000
2012,5002111950,"Castleton town, Rutland County, Vermont",197600
2012,5002114350,"Chittenden town, Rutland County, Vermont",227900
2012,5002114500,"Clarendon town, Rutland County, Vermont",175800
2012,5002116825,"Danby town, Rutland County, Vermont",227600
2012,5002125375,"Fair Haven town, Rutland County, Vermont",155200
2012,5002134450,"Hubbardton town, Rutland County, Vermont",168600
2012,5002135425,"Ira town, Rutland County, Vermont",181300
2012,5002137685,"Killington town, Rutland County, Vermont",288000
2012,5002144125,"Mendon town, Rutland County, Vermont",280800
2012,5002144800,"Middletown Springs town, Rutland County, Vermont",218800
2012,5002147200,"Mount Holly town, Rutland County, Vermont",205100
2012,5002147425,"Mount Tabor town, Rutland County, Vermont",205800
2012,5002154250,"Pawlet town, Rutland County, Vermont",241200
2012,5002155450,"Pittsfield town, Rutland County, Vermont",244900
2012,5002155600,"Pittsford town, Rutland County, Vermont",201100
2012,5002156875,"Poultney town, Rutland County, Vermont",161100
2012,5002157250,"Proctor town, Rutland County, Vermont",160900
2012,5002161225,"Rutland city, Rutland County, Vermont",161100
2012,5002161300,"Rutland town, Rutland County, Vermont",228300
2012,5002165275,"Shrewsbury town, Rutland County, Vermont",222300
2012,5002171050,"Sudbury town, Rutland County, Vermont",195300
2012,5002172925,"Tinmouth town, Rutland County, Vermont",200900
2012,5002175925,"Wallingford town, Rutland County, Vermont",206200
2012,5002177950,"Wells town, Rutland County, Vermont",169600
2012,5002180875,"West Haven town, Rutland County, Vermont",168800
2012,5002182300,"West Rutland town, Rutland County, Vermont",163800
2012,5002303175,"Barre city, Washington County, Vermont",146900
2012,5002303250,"Barre town, Washington County, Vermont",185300
2012,5002305650,"Berlin town, Washington County, Vermont",195400
2012,5002311125,"Cabot town, Washington County, Vermont",175800
2012,5002311350,"Calais town, Washington County, Vermont",250000
2012,5002318550,"Duxbury town, Washington County, Vermont",224400
2012,5002321925,"East Montpelier town, Washington County, Vermont",237200
2012,5002325825,"Fayston town, Washington County, Vermont",323800
2012,5002343600,"Marshfield town, Washington County, Vermont",178900
2012,5002344500,"Middlesex town, Washington County, Vermont",239300
2012,5002346000,"Montpelier city, Washington County, Vermont",208300
2012,5002346225,"Moretown town, Washington County, Vermont",255500
2012,5002350275,"Northfield town, Washington County, Vermont",185600
2012,5002355825,"Plainfield town, Washington County, Vermont",193100
2012,5002360625,"Roxbury town, Washington County, Vermont",154000
2012,5002375325,"Waitsfield town, Washington County, Vermont",349700
2012,5002376525,"Warren town, Washington County, Vermont",257100
2012,5002376975,"Waterbury town, Washington County, Vermont",290600
2012,5002385525,"Woodbury town, Washington County, Vermont",217300
2012,5002386125,"Worcester town, Washington County, Vermont",208300
2012,5002501900,"Athens town, Windham County, Vermont",143800
2012,5002507900,"Brattleboro town, Windham County, Vermont",210400
2012,5002509475,"Brookline town, Windham County, Vermont",211000
2012,5002517875,"Dover town, Windham County, Vermont",264000
2012,5002518325,"Dummerston town, Windham County, Vermont",247400
2012,5002528900,"Grafton town, Windham County, Vermont",220800
2012,5002530925,"Guilford town, Windham County, Vermont",199300
2012,5002531150,"Halifax town, Windham County, Vermont",180000
2012,5002536175,"Jamaica town, Windham County, Vermont",223200
2012,5002540225,"Londonderry town, Windham County, Vermont",226900
2012,5002543375,"Marlboro town, Windham County, Vermont",273000
2012,5002548400,"Newfane town, Windham County, Vermont",209400
2012,5002557700,"Putney town, Windham County, Vermont",241700
2012,5002560250,"Rockingham town, Windham County, Vermont",159600
2012,5002565762,"Somerset town, Windham County, Vermont",NA
2012,5002570750,"Stratton town, Windham County, Vermont",234400
2012,5002573300,"Townshend town, Windham County, Vermont",224700
2012,5002574800,"Vernon town, Windham County, Vermont",214100
2012,5002576225,"Wardsboro town, Windham County, Vermont",204300
2012,5002581400,"Westminster town, Windham County, Vermont",183300
2012,5002583950,"Whitingham town, Windham County, Vermont",214900
2012,5002584700,"Wilmington town, Windham County, Vermont",232300
2012,5002584850,"Windham town, Windham County, Vermont",218100
2012,5002701300,"Andover town, Windsor County, Vermont",248000
2012,5002702575,"Baltimore town, Windsor County, Vermont",182800
2012,5002702725,"Barnard town, Windsor County, Vermont",339400
2012,5002705800,"Bethel town, Windsor County, Vermont",188500
2012,5002708275,"Bridgewater town, Windsor County, Vermont",233200
2012,5002712250,"Cavendish town, Windsor County, Vermont",185900
2012,5002713675,"Chester town, Windsor County, Vermont",197700
2012,5002732275,"Hartford town, Windsor County, Vermont",224500
2012,5002732425,"Hartland town, Windsor County, Vermont",270700
2012,5002741275,"Ludlow town, Windsor County, Vermont",233600
2012,5002752900,"Norwich town, Windsor County, Vermont",431300
2012,5002756050,"Plymouth town, Windsor County, Vermont",331800
2012,5002756350,"Pomfret town, Windsor County, Vermont",372200
2012,5002758375,"Reading town, Windsor County, Vermont",283600
2012,5002760100,"Rochester town, Windsor County, Vermont",185900
2012,5002760850,"Royalton town, Windsor County, Vermont",173500
2012,5002763775,"Sharon town, Windsor County, Vermont",196000
2012,5002769550,"Springfield town, Windsor County, Vermont",155300
2012,5002770375,"Stockbridge town, Windsor County, Vermont",213400
2012,5002777500,"Weathersfield town, Windsor County, Vermont",184500
2012,5002782000,"Weston town, Windsor County, Vermont",290600
2012,5002783050,"West Windsor town, Windsor County, Vermont",341700
2012,5002784925,"Windsor town, Windsor County, Vermont",164300
2012,5002785975,"Woodstock town, Windsor County, Vermont",374500
2013,5000100325,"Addison town, Addison County, Vermont",247300
2013,5000108575,"Bridport town, Addison County, Vermont",217700
2013,5000109025,"Bristol town, Addison County, Vermont",228500
2013,5000116000,"Cornwall town, Addison County, Vermont",345600
2013,5000126300,"Ferrisburgh town, Addison County, Vermont",287000
2013,5000128600,"Goshen town, Addison County, Vermont",200000
2013,5000129575,"Granville town, Addison County, Vermont",167200
2013,5000131525,"Hancock town, Addison County, Vermont",133800
2013,5000139325,"Leicester town, Addison County, Vermont",183200
2013,5000140075,"Lincoln town, Addison County, Vermont",236100
2013,5000144350,"Middlebury town, Addison County, Vermont",235700
2013,5000145550,"Monkton town, Addison County, Vermont",245500
2013,5000148700,"New Haven town, Addison County, Vermont",255600
2013,5000153725,"Orwell town, Addison County, Vermont",221600
2013,5000153950,"Panton town, Addison County, Vermont",262500
2013,5000159650,"Ripton town, Addison County, Vermont",232600
2013,5000162575,"Salisbury town, Addison County, Vermont",211100
2013,5000165050,"Shoreham town, Addison County, Vermont",223300
2013,5000170075,"Starksboro town, Addison County, Vermont",222900
2013,5000174650,"Vergennes city, Addison County, Vermont",189700
2013,5000176075,"Waltham town, Addison County, Vermont",258000
2013,5000183275,"Weybridge town, Addison County, Vermont",316700
2013,5000183800,"Whiting town, Addison County, Vermont",203100
2013,5000301450,"Arlington town, Bennington County, Vermont",237600
2013,5000304825,"Bennington town, Bennington County, Vermont",164200
2013,5000317725,"Dorset town, Bennington County, Vermont",389100
2013,5000327962,"Glastenbury town, Bennington County, Vermont",NA
2013,5000339025,"Landgrove town, Bennington County, Vermont",474100
2013,5000342850,"Manchester town, Bennington County, Vermont",363600
2013,5000355000,"Peru town, Bennington County, Vermont",357700
2013,5000357025,"Pownal town, Bennington County, Vermont",170100
2013,5000358600,"Readsboro town, Bennington County, Vermont",171900
2013,5000361000,"Rupert town, Bennington County, Vermont",251100
2013,5000362875,"Sandgate town, Bennington County, Vermont",238300
2013,5000363175,"Searsburg town, Bennington County, Vermont",150000
2013,5000363550,"Shaftsbury town, Bennington County, Vermont",230600
2013,5000369775,"Stamford town, Bennington County, Vermont",205000
2013,5000371425,"Sunderland town, Bennington County, Vermont",228400
2013,5000385075,"Winhall town, Bennington County, Vermont",331900
2013,5000385675,"Woodford town, Bennington County, Vermont",153800
2013,5000502875,"Barnet town, Caledonia County, Vermont",202200
2013,5000510450,"Burke town, Caledonia County, Vermont",202800
2013,5000517125,"Danville town, Caledonia County, Vermont",186200
2013,5000530550,"Groton town, Caledonia County, Vermont",152900
2013,5000531825,"Hardwick town, Caledonia County, Vermont",123500
2013,5000537900,"Kirby town, Caledonia County, Vermont",193800
2013,5000541725,"Lyndon town, Caledonia County, Vermont",143500
2013,5000547725,"Newark town, Caledonia County, Vermont",157300
2013,5000554400,"Peacham town, Caledonia County, Vermont",310400
2013,5000561525,"Ryegate town, Caledonia County, Vermont",150300
2013,5000562200,"St. Johnsbury town, Caledonia County, Vermont",161500
2013,5000564075,"Sheffield town, Caledonia County, Vermont",153900
2013,5000569925,"Stannard town, Caledonia County, Vermont",141700
2013,5000571575,"Sutton town, Caledonia County, Vermont",131000
2013,5000575700,"Walden town, Caledonia County, Vermont",159000
2013,5000577125,"Waterford town, Caledonia County, Vermont",227200
2013,5000583500,"Wheelock town, Caledonia County, Vermont",148400
2013,5000706550,"Bolton town, Chittenden County, Vermont",203500
2013,5000710300,"Buels gore, Chittenden County, Vermont",208300
2013,5000710675,"Burlington city, Chittenden County, Vermont",253300
2013,5000713300,"Charlotte town, Chittenden County, Vermont",490700
2013,5000714875,"Colchester town, Chittenden County, Vermont",258600
2013,5000724175,"Essex town, Chittenden County, Vermont",267700
2013,5000733475,"Hinesburg town, Chittenden County, Vermont",272900
2013,5000734600,"Huntington town, Chittenden County, Vermont",255300
2013,5000736700,"Jericho town, Chittenden County, Vermont",274900
2013,5000745250,"Milton town, Chittenden County, Vermont",249700
2013,5000759275,"Richmond town, Chittenden County, Vermont",264500
2013,5000762050,"St. George town, Chittenden County, Vermont",225500
2013,5000764300,"Shelburne town, Chittenden County, Vermont",354900
2013,5000766175,"South Burlington city, Chittenden County, Vermont",267500
2013,5000773975,"Underhill town, Chittenden County, Vermont",311600
2013,5000780350,"Westford town, Chittenden County, Vermont",273500
2013,5000784475,"Williston town, Chittenden County, Vermont",293600
2013,5000785150,"Winooski city, Chittenden County, Vermont",216500
2013,5000902125,"Averill town, Essex County, Vermont",187500
2013,5000902162,"Avery's gore, Essex County, Vermont",NA
2013,5000906325,"Bloomfield town, Essex County, Vermont",136100
2013,5000908725,"Brighton town, Essex County, Vermont",133100
2013,5000910075,"Brunswick town, Essex County, Vermont",166300
2013,5000911800,"Canaan town, Essex County, Vermont",111200
2013,5000915250,"Concord town, Essex County, Vermont",124700
2013,5000921250,"East Haven town, Essex County, Vermont",95400
2013,5000925975,"Ferdinand town, Essex County, Vermont",100000
2013,5000929125,"Granby town, Essex County, Vermont",88300
2013,5000930775,"Guildhall town, Essex County, Vermont",177500
2013,5000939700,"Lemington town, Essex County, Vermont",113100
2013,5000939775,"Lewis town, Essex County, Vermont",NA
2013,5000941425,"Lunenburg town, Essex County, Vermont",107400
2013,5000942475,"Maidstone town, Essex County, Vermont",229500
2013,5000952750,"Norton town, Essex County, Vermont",159600
2013,5000975175,"Victory town, Essex County, Vermont",97500
2013,5000976337,"Warner's grant, Essex County, Vermont",NA
2013,5000976562,"Warren's gore, Essex County, Vermont",NA
2013,5001102500,"Bakersfield town, Franklin County, Vermont",219100
2013,5001105425,"Berkshire town, Franklin County, Vermont",193300
2013,5001124050,"Enosburgh town, Franklin County, Vermont",168700
2013,5001124925,"Fairfax town, Franklin County, Vermont",257800
2013,5001125225,"Fairfield town, Franklin County, Vermont",218200
2013,5001126500,"Fletcher town, Franklin County, Vermont",230400
2013,5001127100,"Franklin town, Franklin County, Vermont",172100
2013,5001127700,"Georgia town, Franklin County, Vermont",253100
2013,5001133025,"Highgate town, Franklin County, Vermont",183500
2013,5001145850,"Montgomery town, Franklin County, Vermont",163100
2013,5001159125,"Richford town, Franklin County, Vermont",130900
2013,5001161675,"St. Albans city, Franklin County, Vermont",180900
2013,5001161750,"St. Albans town, Franklin County, Vermont",218500
2013,5001164600,"Sheldon town, Franklin County, Vermont",186600
2013,5001171725,"Swanton town, Franklin County, Vermont",190100
2013,5001300860,"Alburgh town, Grand Isle County, Vermont",184600
2013,5001329275,"Grand Isle town, Grand Isle County, Vermont",255500
2013,5001335875,"Isle La Motte town, Grand Isle County, Vermont",222400
2013,5001350650,"North Hero town, Grand Isle County, Vermont",275600
2013,5001367000,"South Hero town, Grand Isle County, Vermont",331300
2013,5001504375,"Belvidere town, Lamoille County, Vermont",152200
2013,5001511500,"Cambridge town, Lamoille County, Vermont",224800
2013,5001523500,"Eden town, Lamoille County, Vermont",144900
2013,5001523725,"Elmore town, Lamoille County, Vermont",247000
2013,5001535050,"Hyde Park town, Lamoille County, Vermont",185800
2013,5001537075,"Johnson town, Lamoille County, Vermont",162700
2013,5001546675,"Morristown town, Lamoille County, Vermont",232800
2013,5001570525,"Stowe town, Lamoille County, Vermont",372800
2013,5001577425,"Waterville town, Lamoille County, Vermont",176600
2013,5001585375,"Wolcott town, Lamoille County, Vermont",194600
2013,5001707375,"Bradford town, Orange County, Vermont",185900
2013,5001707600,"Braintree town, Orange County, Vermont",144900
2013,5001709325,"Brookfield town, Orange County, Vermont",219700
2013,5001713525,"Chelsea town, Orange County, Vermont",182700
2013,5001715700,"Corinth town, Orange County, Vermont",173200
2013,5001725675,"Fairlee town, Orange County, Vermont",227900
2013,5001748175,"Newbury town, Orange County, Vermont",170900
2013,5001753425,"Orange town, Orange County, Vermont",157000
2013,5001758075,"Randolph town, Orange County, Vermont",185300
2013,5001770675,"Strafford town, Orange County, Vermont",278800
2013,5001772400,"Thetford town, Orange County, Vermont",238100
2013,5001773075,"Topsham town, Orange County, Vermont",147300
2013,5001773675,"Tunbridge town, Orange County, Vermont",198000
2013,5001774950,"Vershire town, Orange County, Vermont",167000
2013,5001776750,"Washington town, Orange County, Vermont",176800
2013,5001779975,"West Fairlee town, Orange County, Vermont",171000
2013,5001784175,"Williamstown town, Orange County, Vermont",154100
2013,5001900475,"Albany town, Orleans County, Vermont",148300
2013,5001903550,"Barton town, Orleans County, Vermont",123200
2013,5001909850,"Brownington town, Orleans County, Vermont",143300
2013,5001913150,"Charleston town, Orleans County, Vermont",147900
2013,5001916150,"Coventry town, Orleans County, Vermont",153700
2013,5001916300,"Craftsbury town, Orleans County, Vermont",162000
2013,5001917350,"Derby town, Orleans County, Vermont",175200
2013,5001928075,"Glover town, Orleans County, Vermont",176500
2013,5001930175,"Greensboro town, Orleans County, Vermont",246000
2013,5001933775,"Holland town, Orleans County, Vermont",135600
2013,5001935575,"Irasburg town, Orleans County, Vermont",172600
2013,5001936325,"Jay town, Orleans County, Vermont",231900
2013,5001940525,"Lowell town, Orleans County, Vermont",142700
2013,5001946450,"Morgan town, Orleans County, Vermont",168500
2013,5001948850,"Newport city, Orleans County, Vermont",134600
2013,5001948925,"Newport town, Orleans County, Vermont",165800
2013,5001973525,"Troy town, Orleans County, Vermont",119300
2013,5001980200,"Westfield town, Orleans County, Vermont",172800
2013,5001981700,"Westmore town, Orleans County, Vermont",213200
2013,5002105200,"Benson town, Rutland County, Vermont",146700
2013,5002107750,"Brandon town, Rutland County, Vermont",170200
2013,5002111950,"Castleton town, Rutland County, Vermont",198700
2013,5002114350,"Chittenden town, Rutland County, Vermont",225000
2013,5002114500,"Clarendon town, Rutland County, Vermont",168000
2013,5002116825,"Danby town, Rutland County, Vermont",209300
2013,5002125375,"Fair Haven town, Rutland County, Vermont",156200
2013,5002134450,"Hubbardton town, Rutland County, Vermont",169200
2013,5002135425,"Ira town, Rutland County, Vermont",201000
2013,5002137685,"Killington town, Rutland County, Vermont",312700
2013,5002144125,"Mendon town, Rutland County, Vermont",275000
2013,5002144800,"Middletown Springs town, Rutland County, Vermont",255000
2013,5002147200,"Mount Holly town, Rutland County, Vermont",208200
2013,5002147425,"Mount Tabor town, Rutland County, Vermont",172500
2013,5002154250,"Pawlet town, Rutland County, Vermont",237500
2013,5002155450,"Pittsfield town, Rutland County, Vermont",243600
2013,5002155600,"Pittsford town, Rutland County, Vermont",198200
2013,5002156875,"Poultney town, Rutland County, Vermont",158600
2013,5002157250,"Proctor town, Rutland County, Vermont",157000
2013,5002161225,"Rutland city, Rutland County, Vermont",158800
2013,5002161300,"Rutland town, Rutland County, Vermont",233600
2013,5002165275,"Shrewsbury town, Rutland County, Vermont",238100
2013,5002171050,"Sudbury town, Rutland County, Vermont",196900
2013,5002172925,"Tinmouth town, Rutland County, Vermont",201700
2013,5002175925,"Wallingford town, Rutland County, Vermont",205200
2013,5002177950,"Wells town, Rutland County, Vermont",173200
2013,5002180875,"West Haven town, Rutland County, Vermont",173100
2013,5002182300,"West Rutland town, Rutland County, Vermont",159500
2013,5002303175,"Barre city, Washington County, Vermont",143300
2013,5002303250,"Barre town, Washington County, Vermont",179500
2013,5002305650,"Berlin town, Washington County, Vermont",213100
2013,5002311125,"Cabot town, Washington County, Vermont",161000
2013,5002311350,"Calais town, Washington County, Vermont",248500
2013,5002318550,"Duxbury town, Washington County, Vermont",246700
2013,5002321925,"East Montpelier town, Washington County, Vermont",237600
2013,5002325825,"Fayston town, Washington County, Vermont",319400
2013,5002343600,"Marshfield town, Washington County, Vermont",171100
2013,5002344500,"Middlesex town, Washington County, Vermont",246000
2013,5002346000,"Montpelier city, Washington County, Vermont",211300
2013,5002346225,"Moretown town, Washington County, Vermont",262500
2013,5002350275,"Northfield town, Washington County, Vermont",181300
2013,5002355825,"Plainfield town, Washington County, Vermont",193200
2013,5002360625,"Roxbury town, Washington County, Vermont",145400
2013,5002375325,"Waitsfield town, Washington County, Vermont",341500
2013,5002376525,"Warren town, Washington County, Vermont",275800
2013,5002376975,"Waterbury town, Washington County, Vermont",280400
2013,5002385525,"Woodbury town, Washington County, Vermont",224500
2013,5002386125,"Worcester town, Washington County, Vermont",204900
2013,5002501900,"Athens town, Windham County, Vermont",157300
2013,5002507900,"Brattleboro town, Windham County, Vermont",210300
2013,5002509475,"Brookline town, Windham County, Vermont",201600
2013,5002517875,"Dover town, Windham County, Vermont",258200
2013,5002518325,"Dummerston town, Windham County, Vermont",227800
2013,5002528900,"Grafton town, Windham County, Vermont",231800
2013,5002530925,"Guilford town, Windham County, Vermont",202100
2013,5002531150,"Halifax town, Windham County, Vermont",205900
2013,5002536175,"Jamaica town, Windham County, Vermont",197200
2013,5002540225,"Londonderry town, Windham County, Vermont",203700
2013,5002543375,"Marlboro town, Windham County, Vermont",268600
2013,5002548400,"Newfane town, Windham County, Vermont",212200
2013,5002557700,"Putney town, Windham County, Vermont",228800
2013,5002560250,"Rockingham town, Windham County, Vermont",159800
2013,5002565762,"Somerset town, Windham County, Vermont",NA
2013,5002570750,"Stratton town, Windham County, Vermont",230600
2013,5002573300,"Townshend town, Windham County, Vermont",219400
2013,5002574800,"Vernon town, Windham County, Vermont",209700
2013,5002576225,"Wardsboro town, Windham County, Vermont",173300
2013,5002581400,"Westminster town, Windham County, Vermont",201200
2013,5002583950,"Whitingham town, Windham County, Vermont",208300
2013,5002584700,"Wilmington town, Windham County, Vermont",232800
2013,5002584850,"Windham town, Windham County, Vermont",233800
2013,5002701300,"Andover town, Windsor County, Vermont",286100
2013,5002702575,"Baltimore town, Windsor County, Vermont",171300
2013,5002702725,"Barnard town, Windsor County, Vermont",334100
2013,5002705800,"Bethel town, Windsor County, Vermont",208500
2013,5002708275,"Bridgewater town, Windsor County, Vermont",227800
2013,5002712250,"Cavendish town, Windsor County, Vermont",187300
2013,5002713675,"Chester town, Windsor County, Vermont",195200
2013,5002732275,"Hartford town, Windsor County, Vermont",228100
2013,5002732425,"Hartland town, Windsor County, Vermont",268700
2013,5002741275,"Ludlow town, Windsor County, Vermont",222900
2013,5002752900,"Norwich town, Windsor County, Vermont",442000
2013,5002756050,"Plymouth town, Windsor County, Vermont",348200
2013,5002756350,"Pomfret town, Windsor County, Vermont",375000
2013,5002758375,"Reading town, Windsor County, Vermont",296200
2013,5002760100,"Rochester town, Windsor County, Vermont",195100
2013,5002760850,"Royalton town, Windsor County, Vermont",188500
2013,5002763775,"Sharon town, Windsor County, Vermont",201100
2013,5002769550,"Springfield town, Windsor County, Vermont",148600
2013,5002770375,"Stockbridge town, Windsor County, Vermont",194800
2013,5002777500,"Weathersfield town, Windsor County, Vermont",178500
2013,5002782000,"Weston town, Windsor County, Vermont",296800
2013,5002783050,"West Windsor town, Windsor County, Vermont",329000
2013,5002784925,"Windsor town, Windsor County, Vermont",159200
2013,5002785975,"Woodstock town, Windsor County, Vermont",328300
2014,5000100325,"Addison town, Addison County, Vermont",238100
2014,5000108575,"Bridport town, Addison County, Vermont",234700
2014,5000109025,"Bristol town, Addison County, Vermont",224200
2014,5000116000,"Cornwall town, Addison County, Vermont",370800
2014,5000126300,"Ferrisburgh town, Addison County, Vermont",267500
2014,5000128600,"Goshen town, Addison County, Vermont",197900
2014,5000129575,"Granville town, Addison County, Vermont",163500
2014,5000131525,"Hancock town, Addison County, Vermont",121800
2014,5000139325,"Leicester town, Addison County, Vermont",193400
2014,5000140075,"Lincoln town, Addison County, Vermont",242900
2014,5000144350,"Middlebury town, Addison County, Vermont",244000
2014,5000145550,"Monkton town, Addison County, Vermont",240800
2014,5000148700,"New Haven town, Addison County, Vermont",256800
2014,5000153725,"Orwell town, Addison County, Vermont",214900
2014,5000153950,"Panton town, Addison County, Vermont",245200
2014,5000159650,"Ripton town, Addison County, Vermont",211000
2014,5000162575,"Salisbury town, Addison County, Vermont",252000
2014,5000165050,"Shoreham town, Addison County, Vermont",206300
2014,5000170075,"Starksboro town, Addison County, Vermont",217300
2014,5000174650,"Vergennes city, Addison County, Vermont",203000
2014,5000176075,"Waltham town, Addison County, Vermont",259800
2014,5000183275,"Weybridge town, Addison County, Vermont",295500
2014,5000183800,"Whiting town, Addison County, Vermont",201000
2014,5000301450,"Arlington town, Bennington County, Vermont",222600
2014,5000304825,"Bennington town, Bennington County, Vermont",164600
2014,5000317725,"Dorset town, Bennington County, Vermont",343600
2014,5000327962,"Glastenbury town, Bennington County, Vermont",NA
2014,5000339025,"Landgrove town, Bennington County, Vermont",444100
2014,5000342850,"Manchester town, Bennington County, Vermont",309900
2014,5000355000,"Peru town, Bennington County, Vermont",353500
2014,5000357025,"Pownal town, Bennington County, Vermont",183600
2014,5000358600,"Readsboro town, Bennington County, Vermont",165500
2014,5000361000,"Rupert town, Bennington County, Vermont",249100
2014,5000362875,"Sandgate town, Bennington County, Vermont",239700
2014,5000363175,"Searsburg town, Bennington County, Vermont",200000
2014,5000363550,"Shaftsbury town, Bennington County, Vermont",220100
2014,5000369775,"Stamford town, Bennington County, Vermont",209700
2014,5000371425,"Sunderland town, Bennington County, Vermont",231900
2014,5000385075,"Winhall town, Bennington County, Vermont",340100
2014,5000385675,"Woodford town, Bennington County, Vermont",155400
2014,5000502875,"Barnet town, Caledonia County, Vermont",217000
2014,5000510450,"Burke town, Caledonia County, Vermont",198600
2014,5000517125,"Danville town, Caledonia County, Vermont",191700
2014,5000530550,"Groton town, Caledonia County, Vermont",154400
2014,5000531825,"Hardwick town, Caledonia County, Vermont",123500
2014,5000537900,"Kirby town, Caledonia County, Vermont",181300
2014,5000541725,"Lyndon town, Caledonia County, Vermont",138400
2014,5000547725,"Newark town, Caledonia County, Vermont",145100
2014,5000554400,"Peacham town, Caledonia County, Vermont",263200
2014,5000561525,"Ryegate town, Caledonia County, Vermont",160300
2014,5000562200,"St. Johnsbury town, Caledonia County, Vermont",155500
2014,5000564075,"Sheffield town, Caledonia County, Vermont",144200
2014,5000569925,"Stannard town, Caledonia County, Vermont",146600
2014,5000571575,"Sutton town, Caledonia County, Vermont",150000
2014,5000575700,"Walden town, Caledonia County, Vermont",160200
2014,5000577125,"Waterford town, Caledonia County, Vermont",224300
2014,5000583500,"Wheelock town, Caledonia County, Vermont",151000
2014,5000706550,"Bolton town, Chittenden County, Vermont",198300
2014,5000710300,"Buels gore, Chittenden County, Vermont",162500
2014,5000710675,"Burlington city, Chittenden County, Vermont",256700
2014,5000713300,"Charlotte town, Chittenden County, Vermont",488800
2014,5000714875,"Colchester town, Chittenden County, Vermont",263500
2014,5000724175,"Essex town, Chittenden County, Vermont",266300
2014,5000733475,"Hinesburg town, Chittenden County, Vermont",274900
2014,5000734600,"Huntington town, Chittenden County, Vermont",254000
2014,5000736700,"Jericho town, Chittenden County, Vermont",286000
2014,5000745250,"Milton town, Chittenden County, Vermont",245100
2014,5000759275,"Richmond town, Chittenden County, Vermont",272400
2014,5000762050,"St. George town, Chittenden County, Vermont",224000
2014,5000764300,"Shelburne town, Chittenden County, Vermont",357900
2014,5000766175,"South Burlington city, Chittenden County, Vermont",267400
2014,5000773975,"Underhill town, Chittenden County, Vermont",310100
2014,5000780350,"Westford town, Chittenden County, Vermont",284500
2014,5000784475,"Williston town, Chittenden County, Vermont",293400
2014,5000785150,"Winooski city, Chittenden County, Vermont",222900
2014,5000902125,"Averill town, Essex County, Vermont",200000
2014,5000902162,"Avery's gore, Essex County, Vermont",NA
2014,5000906325,"Bloomfield town, Essex County, Vermont",157500
2014,5000908725,"Brighton town, Essex County, Vermont",128600
2014,5000910075,"Brunswick town, Essex County, Vermont",169600
2014,5000911800,"Canaan town, Essex County, Vermont",111700
2014,5000915250,"Concord town, Essex County, Vermont",123400
2014,5000921250,"East Haven town, Essex County, Vermont",93800
2014,5000925975,"Ferdinand town, Essex County, Vermont",49000
2014,5000929125,"Granby town, Essex County, Vermont",90000
2014,5000930775,"Guildhall town, Essex County, Vermont",169300
2014,5000939700,"Lemington town, Essex County, Vermont",117100
2014,5000939775,"Lewis town, Essex County, Vermont",NA
2014,5000941425,"Lunenburg town, Essex County, Vermont",100800
2014,5000942475,"Maidstone town, Essex County, Vermont",202900
2014,5000952750,"Norton town, Essex County, Vermont",157500
2014,5000975175,"Victory town, Essex County, Vermont",102800
2014,5000976337,"Warner's grant, Essex County, Vermont",NA
2014,5000976562,"Warren's gore, Essex County, Vermont",NA
2014,5001102500,"Bakersfield town, Franklin County, Vermont",219500
2014,5001105425,"Berkshire town, Franklin County, Vermont",189800
2014,5001124050,"Enosburgh town, Franklin County, Vermont",178400
2014,5001124925,"Fairfax town, Franklin County, Vermont",252300
2014,5001125225,"Fairfield town, Franklin County, Vermont",219500
2014,5001126500,"Fletcher town, Franklin County, Vermont",229500
2014,5001127100,"Franklin town, Franklin County, Vermont",171800
2014,5001127700,"Georgia town, Franklin County, Vermont",258600
2014,5001133025,"Highgate town, Franklin County, Vermont",186000
2014,5001145850,"Montgomery town, Franklin County, Vermont",172100
2014,5001159125,"Richford town, Franklin County, Vermont",122000
2014,5001161675,"St. Albans city, Franklin County, Vermont",178200
2014,5001161750,"St. Albans town, Franklin County, Vermont",213800
2014,5001164600,"Sheldon town, Franklin County, Vermont",193800
2014,5001171725,"Swanton town, Franklin County, Vermont",184900
2014,5001300860,"Alburgh town, Grand Isle County, Vermont",195000
2014,5001329275,"Grand Isle town, Grand Isle County, Vermont",254400
2014,5001335875,"Isle La Motte town, Grand Isle County, Vermont",231500
2014,5001350650,"North Hero town, Grand Isle County, Vermont",276900
2014,5001367000,"South Hero town, Grand Isle County, Vermont",337800
