year,GEOID,NAME,estimate
2016,5001102500,"Bakersfield town, Franklin County, Vermont",213900
2016,5001105425,"Berkshire town, Franklin County, Vermont",186000
2016,5001124050,"Enosburgh town, Franklin County, Vermont",183600
2016,5001124925,"Fairfax town, Franklin County, Vermont",244600
2016,5001125225,"Fairfield town, Franklin County, Vermont",230200
2016,5001126500,"Fletcher town, Franklin County, Vermont",224300
2016,5001127100,"Franklin town, Franklin County, Vermont",194400
2016,5001127700,"Georgia town, Franklin County, Vermont",263600
2016,5001133025,"Highgate town, Franklin County, Vermont",196700
2016,5001145850,"Montgomery town, Franklin County, Vermont",169300
2016,5001159125,"Richford town, Franklin County, Vermont",126300
2016,5001161675,"St. Albans city, Franklin County, Vermont",173100
2016,5001161750,"St. Albans town, Franklin County, Vermont",220300
2016,5001164600,"Sheldon town, Franklin County, Vermont",202200
2016,5001171725,"Swanton town, Franklin County, Vermont",199300
2016,5001300860,"Alburgh town, Grand Isle County, Vermont",189800
2016,5001329275,"Grand Isle town, Grand Isle County, Vermont",262600
2016,5001335875,"Isle La Motte town, Grand Isle County, Vermont",217900
2016,5001350650,"North Hero town, Grand Isle County, Vermont",287800
2016,5001367000,"South Hero town, Grand Isle County, Vermont",347300
2016,5001504375,"Belvidere town, Lamoille County, Vermont",139300
2016,5001511500,"Cambridge town, Lamoille County, Vermont",238800
2016,5001523500,"Eden town, Lamoille County, Vermont",139800
2016,5001523725,"Elmore town, Lamoille County, Vermont",271900
2016,5001535050,"Hyde Park town, Lamoille County, Vermont",178000
2016,5001537075,"Johnson town, Lamoille County, Vermont",168100
2016,5001546675,"Morristown town, Lamoille County, Vermont",207800
2016,5001570525,"Stowe town, Lamoille County, Vermont",374400
2016,5001577425,"Waterville town, Lamoille County, Vermont",177400
2016,5001585375,"Wolcott town, Lamoille County, Vermont",202900
2016,5001707375,"Bradford town, Orange County, Vermont",176400
2016,5001707600,"Braintree town, Orange County, Vermont",173900
2016,5001709325,"Brookfield town, Orange County, Vermont",220900
2016,5001713525,"Chelsea town, Orange County, Vermont",168900
2016,5001715700,"Corinth town, Orange County, Vermont",158700
2016,5001725675,"Fairlee town, Orange County, Vermont",225300
2016,5001748175,"Newbury town, Orange County, Vermont",171700
2016,5001753425,"Orange town, Orange County, Vermont",170400
2016,5001758075,"Randolph town, Orange County, Vermont",187300
2016,5001770675,"Strafford town, Orange County, Vermont",270300
2016,5001772400,"Thetford town, Orange County, Vermont",246300
2016,5001773075,"Topsham town, Orange County, Vermont",151600
2016,5001773675,"Tunbridge town, Orange County, Vermont",211800
2016,5001774950,"Vershire town, Orange County, Vermont",169400
2016,5001776750,"Washington town, Orange County, Vermont",187000
2016,5001779975,"West Fairlee town, Orange County, Vermont",194000
2016,5001784175,"Williamstown town, Orange County, Vermont",168800
2016,5001900475,"Albany town, Orleans County, Vermont",142300
2016,5001903550,"Barton town, Orleans County, Vermont",122000
2016,5001909850,"Brownington town, Orleans County, Vermont",151300
2016,5001913150,"Charleston town, Orleans County, Vermont",170700
2016,5001916150,"Coventry town, Orleans County, Vermont",171800
2016,5001916300,"Craftsbury town, Orleans County, Vermont",177600
2016,5001917350,"Derby town, Orleans County, Vermont",165400
2016,5001928075,"Glover town, Orleans County, Vermont",172900
2016,5001930175,"Greensboro town, Orleans County, Vermont",214100
2016,5001933775,"Holland town, Orleans County, Vermont",142800
2016,5001935575,"Irasburg town, Orleans County, Vermont",165300
2016,5001936325,"Jay town, Orleans County, Vermont",230100
2016,5001940525,"Lowell town, Orleans County, Vermont",146900
2016,5001946450,"Morgan town, Orleans County, Vermont",174200
2016,5001948850,"Newport city, Orleans County, Vermont",130000
2016,5001948925,"Newport town, Orleans County, Vermont",174700
2016,5001973525,"Troy town, Orleans County, Vermont",131000
2016,5001980200,"Westfield town, Orleans County, Vermont",176900
2016,5001981700,"Westmore town, Orleans County, Vermont",201300
2016,5002105200,"Benson town, Rutland County, Vermont",167800
2016,5002107750,"Brandon town, Rutland County, Vermont",173500
2016,5002111950,"Castleton town, Rutland County, Vermont",183600
2016,5002114350,"Chittenden town, Rutland County, Vermont",212100
2016,5002114500,"Clarendon town, Rutland County, Vermont",195000
2016,5002116825,"Danby town, Rutland County, Vermont",194000
2016,5002125375,"Fair Haven town, Rutland County, Vermont",154600
2016,5002134450,"Hubbardton town, Rutland County, Vermont",180100
2016,5002135425,"Ira town, Rutland County, Vermont",214400
2016,5002137685,"Killington town, Rutland County, Vermont",307100
2016,5002144125,"Mendon town, Rutland County, Vermont",250400
2016,5002144800,"Middletown Springs town, Rutland County, Vermont",241200
2016,5002147200,"Mount Holly town, Rutland County, Vermont",222500
2016,5002147425,"Mount Tabor town, Rutland County, Vermont",178100
2016,5002154250,"Pawlet town, Rutland County, Vermont",195300
2016,5002155450,"Pittsfield town, Rutland County, Vermont",210000
2016,5002155600,"Pittsford town, Rutland County, Vermont",183900
2016,5002156875,"Poultney town, Rutland County, Vermont",168400
2016,5002157250,"Proctor town, Rutland County, Vermont",149000
2016,5002161225,"Rutland city, Rutland County, Vermont",156100
2016,5002161300,"Rutland town, Rutland County, Vermont",218600
2016,5002165275,"Shrewsbury town, Rutland County, Vermont",219900
2016,5002171050,"Sudbury town, Rutland County, Vermont",230600
2016,5002172925,"Tinmouth town, Rutland County, Vermont",191100
2016,5002175925,"Wallingford town, Rutland County, Vermont",203800
2016,5002177950,"Wells town, Rutland County, Vermont",166100
2016,5002180875,"West Haven town, Rutland County, Vermont",191500
2016,5002182300,"West Rutland town, Rutland County, Vermont",158600
2016,5002303175,"Barre city, Washington County, Vermont",151100
2016,5002303250,"Barre town, Washington County, Vermont",179100
2016,5002305650,"Berlin town, Washington County, Vermont",208200
2016,5002311125,"Cabot town, Washington County, Vermont",178300
2016,5002311350,"Calais town, Washington County, Vermont",271400
2016,5002318550,"Duxbury town, Washington County, Vermont",266000
2016,5002321925,"East Montpelier town, Washington County, Vermont",248400
2016,5002325825,"Fayston town, Washington County, Vermont",335900
2016,5002343600,"Marshfield town, Washington County, Vermont",171000
2016,5002344500,"Middlesex town, Washington County, Vermont",252900
2016,5002346000,"Montpelier city, Washington County, Vermont",237300
2016,5002346225,"Moretown town, Washington County, Vermont",248800
2016,5002350275,"Northfield town, Washington County, Vermont",198200
2016,5002355825,"Plainfield town, Washington County, Vermont",206600
2016,5002360625,"Roxbury town, Washington County, Vermont",155800
2016,5002375325,"Waitsfield town, Washington County, Vermont",339300
2016,5002376525,"Warren town, Washington County, Vermont",282800
2016,5002376975,"Waterbury town, Washington County, Vermont",275400
2016,5002385525,"Woodbury town, Washington County, Vermont",208600
2016,5002386125,"Worcester town, Washington County, Vermont",199500
2016,5002501900,"Athens town, Windham County, Vermont",157600
2016,5002507900,"Brattleboro town, Windham County, Vermont",202300
2016,5002509475,"Brookline town, Windham County, Vermont",216800
2016,5002517875,"Dover town, Windham County, Vermont",228200
2016,5002518325,"Dummerston town, Windham County, Vermont",224600
2016,5002528900,"Grafton town, Windham County, Vermont",254900
2016,5002530925,"Guilford town, Windham County, Vermont",249400
2016,5002531150,"Halifax town, Windham County, Vermont",204100
2016,5002536175,"Jamaica town, Windham County, Vermont",230100
2016,5002540225,"Londonderry town, Windham County, Vermont",254700
2016,5002543375,"Marlboro town, Windham County, Vermont",265500
2016,5002548400,"Newfane town, Windham County, Vermont",227500
2016,5002557700,"Putney town, Windham County, Vermont",219600
2016,5002560250,"Rockingham town, Windham County, Vermont",157100
2016,5002565762,"Somerset town, Windham County, Vermont",NA
2016,5002570750,"Stratton town, Windham County, Vermont",400000
2016,5002573300,"Townshend town, Windham County, Vermont",202900
2016,5002574800,"Vernon town, Windham County, Vermont",226800
2016,5002576225,"Wardsboro town, Windham County, Vermont",184100
2016,5002581400,"Westminster town, Windham County, Vermont",180800
2016,5002583950,"Whitingham town, Windham County, Vermont",211600
2016,5002584700,"Wilmington town, Windham County, Vermont",242400
2016,5002584850,"Windham town, Windham County, Vermont",241700
2016,5002701300,"Andover town, Windsor County, Vermont",277500
2016,5002702575,"Baltimore town, Windsor County, Vermont",182100
2016,5002702725,"Barnard town, Windsor County, Vermont",355900
2016,5002705800,"Bethel town, Windsor County, Vermont",185500
2016,5002708275,"Bridgewater town, Windsor County, Vermont",242800
2016,5002712250,"Cavendish town, Windsor County, Vermont",182500
2016,5002713675,"Chester town, Windsor County, Vermont",199900
2016,5002732275,"Hartford town, Windsor County, Vermont",227000
2016,5002732425,"Hartland town, Windsor County, Vermont",225400
2016,5002741275,"Ludlow town, Windsor County, Vermont",238100
2016,5002752900,"Norwich town, Windsor County, Vermont",445500
2016,5002756050,"Plymouth town, Windsor County, Vermont",297000
2016,5002756350,"Pomfret town, Windsor County, Vermont",342400
2016,5002758375,"Reading town, Windsor County, Vermont",291700
2016,5002760100,"Rochester town, Windsor County, Vermont",185400
2016,5002760850,"Royalton town, Windsor County, Vermont",167400
2016,5002763775,"Sharon town, Windsor County, Vermont",216700
2016,5002769550,"Springfield town, Windsor County, Vermont",142100
2016,5002770375,"Stockbridge town, Windsor County, Vermont",204200
2016,5002777500,"Weathersfield town, Windsor County, Vermont",191000
2016,5002782000,"Weston town, Windsor County, Vermont",347700
2016,5002783050,"West Windsor town, Windsor County, Vermont",278000
2016,5002784925,"Windsor town, Windsor County, Vermont",168100
2016,5002785975,"Woodstock town, Windsor County, Vermont",337000
2017,5000100325,"Addison town, Addison County, Vermont",238200
2017,5000108575,"Bridport town, Addison County, Vermont",238200
2017,5000109025,"Bristol town, Addison County, Vermont",220300
2017,5000116000,"Cornwall town, Addison County, Vermont",365300
2017,5000126300,"Ferrisburgh town, Addison County, Vermont",261200
2017,5000128600,"Goshen town, Addison County, Vermont",196200
2017,5000129575,"Granville town, Addison County, Vermont",172700
2017,5000131525,"Hancock town, Addison County, Vermont",144600
2017,5000139325,"Leicester town, Addison County, Vermont",199500
2017,5000140075,"Lincoln town, Addison County, Vermont",256300
2017,5000144350,"Middlebury town, Addison County, Vermont",247100
2017,5000145550,"Monkton town, Addison County, Vermont",249400
2017,5000148700,"New Haven town, Addison County, Vermont",247300
2017,5000153725,"Orwell town, Addison County, Vermont",213100
2017,5000153950,"Panton town, Addison County, Vermont",242600
2017,5000159650,"Ripton town, Addison County, Vermont",230000
2017,5000162575,"Salisbury town, Addison County, Vermont",248900
2017,5000165050,"Shoreham town, Addison County, Vermont",213000
2017,5000170075,"Starksboro town, Addison County, Vermont",221000
2017,5000174650,"Vergennes city, Addison County, Vermont",217000
2017,5000176075,"Waltham town, Addison County, Vermont",232400
2017,5000183275,"Weybridge town, Addison County, Vermont",304300
2017,5000183800,"Whiting town, Addison County, Vermont",204400
2017,5000301450,"Arlington town, Bennington County, Vermont",257500
2017,5000304825,"Bennington town, Bennington County, Vermont",166200
2017,5000317725,"Dorset town, Bennington County, Vermont",340900
2017,5000327962,"Glastenbury town, Bennington County, Vermont",NA
2017,5000339025,"Landgrove town, Bennington County, Vermont",520800
2017,5000342850,"Manchester town, Bennington County, Vermont",276700
2017,5000355000,"Peru town, Bennington County, Vermont",330400
2017,5000357025,"Pownal town, Bennington County, Vermont",166200
2017,5000358600,"Readsboro town, Bennington County, Vermont",155100
2017,5000361000,"Rupert town, Bennington County, Vermont",281600
2017,5000362875,"Sandgate town, Bennington County, Vermont",177100
2017,5000363175,"Searsburg town, Bennington County, Vermont",150000
2017,5000363550,"Shaftsbury town, Bennington County, Vermont",228300
2017,5000369775,"Stamford town, Bennington County, Vermont",206500
2017,5000371425,"Sunderland town, Bennington County, Vermont",241800
2017,5000385075,"Winhall town, Bennington County, Vermont",308000
2017,5000385675,"Woodford town, Bennington County, Vermont",166300
2017,5000502875,"Barnet town, Caledonia County, Vermont",183000
2017,5000510450,"Burke town, Caledonia County, Vermont",177300
2017,5000517125,"Danville town, Caledonia County, Vermont",208700
2017,5000530550,"Groton town, Caledonia County, Vermont",136000
2017,5000531825,"Hardwick town, Caledonia County, Vermont",137300
2017,5000537900,"Kirby town, Caledonia County, Vermont",206800
2017,5000541725,"Lyndon town, Caledonia County, Vermont",152100
2017,5000547725,"Newark town, Caledonia County, Vermont",147000
2017,5000554400,"Peacham town, Caledonia County, Vermont",264200
2017,5000561525,"Ryegate town, Caledonia County, Vermont",159700
2017,5000562200,"St. Johnsbury town, Caledonia County, Vermont",159400
2017,5000564075,"Sheffield town, Caledonia County, Vermont",131400
2017,5000569925,"Stannard town, Caledonia County, Vermont",127500
2017,5000571575,"Sutton town, Caledonia County, Vermont",186800
2017,5000575700,"Walden town, Caledonia County, Vermont",161000
2017,5000577125,"Waterford town, Caledonia County, Vermont",228100
2017,5000583500,"Wheelock town, Caledonia County, Vermont",150000
2017,5000706550,"Bolton town, Chittenden County, Vermont",195700
2017,5000710300,"Buels gore, Chittenden County, Vermont",NA
2017,5000710675,"Burlington city, Chittenden County, Vermont",267500
2017,5000713300,"Charlotte town, Chittenden County, Vermont",496300
2017,5000714875,"Colchester town, Chittenden County, Vermont",264200
2017,5000724175,"Essex town, Chittenden County, Vermont",283500
2017,5000733475,"Hinesburg town, Chittenden County, Vermont",304600
2017,5000734600,"Huntington town, Chittenden County, Vermont",253300
2017,5000736700,"Jericho town, Chittenden County, Vermont",303600
2017,5000745250,"Milton town, Chittenden County, Vermont",239200
2017,5000759275,"Richmond town, Chittenden County, Vermont",319300
2017,5000762050,"St. George town, Chittenden County, Vermont",235300
2017,5000764300,"Shelburne town, Chittenden County, Vermont",400000
2017,5000766175,"South Burlington city, Chittenden County, Vermont",280800
2017,5000773975,"Underhill town, Chittenden County, Vermont",323800
2017,5000780350,"Westford town, Chittenden County, Vermont",284500
2017,5000784475,"Williston town, Chittenden County, Vermont",320400
2017,5000785150,"Winooski city, Chittenden County, Vermont",217100
2017,5000902125,"Averill town, Essex County, Vermont",NA
2017,5000902162,"Avery's gore, Essex County, Vermont",NA
2017,5000906325,"Bloomfield town, Essex County, Vermont",135900
2017,5000908725,"Brighton town, Essex County, Vermont",138900
2017,5000910075,"Brunswick town, Essex County, Vermont",187500
2017,5000911800,"Canaan town, Essex County, Vermont",120900
2017,5000915250,"Concord town, Essex County, Vermont",123300
2017,5000921250,"East Haven town, Essex County, Vermont",95300
2017,5000925975,"Ferdinand town, Essex County, Vermont",NA
2017,5000929125,"Granby town, Essex County, Vermont",108300
2017,5000930775,"Guildhall town, Essex County, Vermont",162500
2017,5000939700,"Lemington town, Essex County, Vermont",132800
2017,5000939775,"Lewis town, Essex County, Vermont",NA
2017,5000941425,"Lunenburg town, Essex County, Vermont",117100
2017,5000942475,"Maidstone town, Essex County, Vermont",213500
2017,5000952750,"Norton town, Essex County, Vermont",178600
2017,5000975175,"Victory town, Essex County, Vermont",107100
2017,5000976337,"Warner's grant, Essex County, Vermont",NA
2017,5000976562,"Warren's gore, Essex County, Vermont",NA
2017,5001102500,"Bakersfield town, Franklin County, Vermont",207300
2017,5001105425,"Berkshire town, Franklin County, Vermont",183500
2017,5001124050,"Enosburgh town, Franklin County, Vermont",185100
2017,5001124925,"Fairfax town, Franklin County, Vermont",245000
2017,5001125225,"Fairfield town, Franklin County, Vermont",230700
2017,5001126500,"Fletcher town, Franklin County, Vermont",234200
2017,5001127100,"Franklin town, Franklin County, Vermont",200300
2017,5001127700,"Georgia town, Franklin County, Vermont",270100
2017,5001133025,"Highgate town, Franklin County, Vermont",185900
2017,5001145850,"Montgomery town, Franklin County, Vermont",170800
2017,5001159125,"Richford town, Franklin County, Vermont",120600
2017,5001161675,"St. Albans city, Franklin County, Vermont",172400
2017,5001161750,"St. Albans town, Franklin County, Vermont",230300
2017,5001164600,"Sheldon town, Franklin County, Vermont",203400
2017,5001171725,"Swanton town, Franklin County, Vermont",207600
2017,5001300860,"Alburgh town, Grand Isle County, Vermont",187900
2017,5001329275,"Grand Isle town, Grand Isle County, Vermont",303800
2017,5001335875,"Isle La Motte town, Grand Isle County, Vermont",202400
2017,5001350650,"North Hero town, Grand Isle County, Vermont",297200
2017,5001367000,"South Hero town, Grand Isle County, Vermont",354500
2017,5001504375,"Belvidere town, Lamoille County, Vermont",147000
2017,5001511500,"Cambridge town, Lamoille County, Vermont",252900
2017,5001523500,"Eden town, Lamoille County, Vermont",146600
2017,5001523725,"Elmore town, Lamoille County, Vermont",286200
2017,5001535050,"Hyde Park town, Lamoille County, Vermont",185700
2017,5001537075,"Johnson town, Lamoille County, Vermont",171800
2017,5001546675,"Morristown town, Lamoille County, Vermont",214000
2017,5001570525,"Stowe town, Lamoille County, Vermont",392100
2017,5001577425,"Waterville town, Lamoille County, Vermont",164400
2017,5001585375,"Wolcott town, Lamoille County, Vermont",199400
2017,5001707375,"Bradford town, Orange County, Vermont",171700
2017,5001707600,"Braintree town, Orange County, Vermont",165600
2017,5001709325,"Brookfield town, Orange County, Vermont",217600
2017,5001713525,"Chelsea town, Orange County, Vermont",161500
2017,5001715700,"Corinth town, Orange County, Vermont",162500
2017,5001725675,"Fairlee town, Orange County, Vermont",222800
2017,5001748175,"Newbury town, Orange County, Vermont",165000
2017,5001753425,"Orange town, Orange County, Vermont",174800
2017,5001758075,"Randolph town, Orange County, Vermont",190300
2017,5001770675,"Strafford town, Orange County, Vermont",281500
2017,5001772400,"Thetford town, Orange County, Vermont",262800
2017,5001773075,"Topsham town, Orange County, Vermont",154800
2017,5001773675,"Tunbridge town, Orange County, Vermont",211100
2017,5001774950,"Vershire town, Orange County, Vermont",168500
2017,5001776750,"Washington town, Orange County, Vermont",175400
2017,5001779975,"West Fairlee town, Orange County, Vermont",172900
2017,5001784175,"Williamstown town, Orange County, Vermont",169600
2017,5001900475,"Albany town, Orleans County, Vermont",157600
2017,5001903550,"Barton town, Orleans County, Vermont",123700
2017,5001909850,"Brownington town, Orleans County, Vermont",148700
2017,5001913150,"Charleston town, Orleans County, Vermont",175500
2017,5001916150,"Coventry town, Orleans County, Vermont",184400
2017,5001916300,"Craftsbury town, Orleans County, Vermont",173200
2017,5001917350,"Derby town, Orleans County, Vermont",169700
2017,5001928075,"Glover town, Orleans County, Vermont",172300
2017,5001930175,"Greensboro town, Orleans County, Vermont",258000
2017,5001933775,"Holland town, Orleans County, Vermont",144600
2017,5001935575,"Irasburg town, Orleans County, Vermont",162500
2017,5001936325,"Jay town, Orleans County, Vermont",229900
2017,5001940525,"Lowell town, Orleans County, Vermont",153500
2017,5001946450,"Morgan town, Orleans County, Vermont",172900
2017,5001948850,"Newport city, Orleans County, Vermont",129800
2017,5001948925,"Newport town, Orleans County, Vermont",179700
2017,5001973525,"Troy town, Orleans County, Vermont",135800
2017,5001980200,"Westfield town, Orleans County, Vermont",203300
2017,5001981700,"Westmore town, Orleans County, Vermont",207100
2017,5002105200,"Benson town, Rutland County, Vermont",168600
2017,5002107750,"Brandon town, Rutland County, Vermont",175600
2017,5002111950,"Castleton town, Rutland County, Vermont",178800
2017,5002114350,"Chittenden town, Rutland County, Vermont",214900
2017,5002114500,"Clarendon town, Rutland County, Vermont",190900
2017,5002116825,"Danby town, Rutland County, Vermont",188000
2017,5002125375,"Fair Haven town, Rutland County, Vermont",151900
2017,5002134450,"Hubbardton town, Rutland County, Vermont",194800
2017,5002135425,"Ira town, Rutland County, Vermont",220400
2017,5002137685,"Killington town, Rutland County, Vermont",293000
2017,5002144125,"Mendon town, Rutland County, Vermont",254100
2017,5002144800,"Middletown Springs town, Rutland County, Vermont",234800
2017,5002147200,"Mount Holly town, Rutland County, Vermont",214000
2017,5002147425,"Mount Tabor town, Rutland County, Vermont",170000
2017,5002154250,"Pawlet town, Rutland County, Vermont",191200
2017,5002155450,"Pittsfield town, Rutland County, Vermont",202500
2017,5002155600,"Pittsford town, Rutland County, Vermont",174800
2017,5002156875,"Poultney town, Rutland County, Vermont",169400
2017,5002157250,"Proctor town, Rutland County, Vermont",155900
2017,5002161225,"Rutland city, Rutland County, Vermont",150900
2017,5002161300,"Rutland town, Rutland County, Vermont",224200
2017,5002165275,"Shrewsbury town, Rutland County, Vermont",221800
2017,5002171050,"Sudbury town, Rutland County, Vermont",237500
2017,5002172925,"Tinmouth town, Rutland County, Vermont",197800
2017,5002175925,"Wallingford town, Rutland County, Vermont",194600
2017,5002177950,"Wells town, Rutland County, Vermont",168000
2017,5002180875,"West Haven town, Rutland County, Vermont",195700
2017,5002182300,"West Rutland town, Rutland County, Vermont",154200
2017,5002303175,"Barre city, Washington County, Vermont",151500
2017,5002303250,"Barre town, Washington County, Vermont",184500
2017,5002305650,"Berlin town, Washington County, Vermont",216900
2017,5002311125,"Cabot town, Washington County, Vermont",173900
2017,5002311350,"Calais town, Washington County, Vermont",280900
2017,5002318550,"Duxbury town, Washington County, Vermont",261000
2017,5002321925,"East Montpelier town, Washington County, Vermont",249500
2017,5002325825,"Fayston town, Washington County, Vermont",328000
2017,5002343600,"Marshfield town, Washington County, Vermont",173200
2017,5002344500,"Middlesex town, Washington County, Vermont",265900
2017,5002346000,"Montpelier city, Washington County, Vermont",235300
2017,5002346225,"Moretown town, Washington County, Vermont",254000
2017,5002350275,"Northfield town, Washington County, Vermont",193300
2017,5002355825,"Plainfield town, Washington County, Vermont",214500
2017,5002360625,"Roxbury town, Washington County, Vermont",167700
2017,5002375325,"Waitsfield town, Washington County, Vermont",350900
2017,5002376525,"Warren town, Washington County, Vermont",324000
2017,5002376975,"Waterbury town, Washington County, Vermont",268300
2017,5002385525,"Woodbury town, Washington County, Vermont",214700
2017,5002386125,"Worcester town, Washington County, Vermont",206800
2017,5002501900,"Athens town, Windham County, Vermont",167400
2017,5002507900,"Brattleboro town, Windham County, Vermont",211700
2017,5002509475,"Brookline town, Windham County, Vermont",214200
2017,5002517875,"Dover town, Windham County, Vermont",234800
2017,5002518325,"Dummerston town, Windham County, Vermont",226600
2017,5002528900,"Grafton town, Windham County, Vermont",267400
2017,5002530925,"Guilford town, Windham County, Vermont",248100
2017,5002531150,"Halifax town, Windham County, Vermont",193400
2017,5002536175,"Jamaica town, Windham County, Vermont",248300
2017,5002540225,"Londonderry town, Windham County, Vermont",231600
2017,5002543375,"Marlboro town, Windham County, Vermont",260100
2017,5002548400,"Newfane town, Windham County, Vermont",231100
2017,5002557700,"Putney town, Windham County, Vermont",230400
2017,5002560250,"Rockingham town, Windham County, Vermont",158300
2017,5002565762,"Somerset town, Windham County, Vermont",NA
2017,5002570750,"Stratton town, Windham County, Vermont",374000
2017,5002573300,"Townshend town, Windham County, Vermont",214300
2017,5002574800,"Vernon town, Windham County, Vermont",230000
2017,5002576225,"Wardsboro town, Windham County, Vermont",172300
2017,5002581400,"Westminster town, Windham County, Vermont",174600
2017,5002583950,"Whitingham town, Windham County, Vermont",204900
2017,5002584700,"Wilmington town, Windham County, Vermont",240900
2017,5002584850,"Windham town, Windham County, Vermont",237500
2017,5002701300,"Andover town, Windsor County, Vermont",282500
2017,5002702575,"Baltimore town, Windsor County, Vermont",182500
2017,5002702725,"Barnard town, Windsor County, Vermont",380300
2017,5002705800,"Bethel town, Windsor County, Vermont",181600
2017,5002708275,"Bridgewater town, Windsor County, Vermont",242100
2017,5002712250,"Cavendish town, Windsor County, Vermont",175000
2017,5002713675,"Chester town, Windsor County, Vermont",203100
2017,5002732275,"Hartford town, Windsor County, Vermont",227400
2017,5002732425,"Hartland town, Windsor County, Vermont",210700
2017,5002741275,"Ludlow town, Windsor County, Vermont",230200
2017,5002752900,"Norwich town, Windsor County, Vermont",454500
2017,5002756050,"Plymouth town, Windsor County, Vermont",314000
2017,5002756350,"Pomfret town, Windsor County, Vermont",373400
2017,5002758375,"Reading town, Windsor County, Vermont",289800
2017,5002760100,"Rochester town, Windsor County, Vermont",186300
2017,5002760850,"Royalton town, Windsor County, Vermont",181800
2017,5002763775,"Sharon town, Windsor County, Vermont",231800
2017,5002769550,"Springfield town, Windsor County, Vermont",141100
2017,5002770375,"Stockbridge town, Windsor County, Vermont",205100
2017,5002777500,"Weathersfield town, Windsor County, Vermont",179300
2017,5002782000,"Weston town, Windsor County, Vermont",373300
2017,5002783050,"West Windsor town, Windsor County, Vermont",283800
2017,5002784925,"Windsor town, Windsor County, Vermont",171200
2017,5002785975,"Woodstock town, Windsor County, Vermont",358900
2018,5000100325,"Addison town, Addison County, Vermont",243500
2018,5000108575,"Bridport town, Addison County, Vermont",265000
2018,5000109025,"Bristol town, Addison County, Vermont",221900
2018,5000116000,"Cornwall town, Addison County, Vermont",357000
2018,5000126300,"Ferrisburgh town, Addison County, Vermont",271900
2018,5000128600,"Goshen town, Addison County, Vermont",195500
2018,5000129575,"Granville town, Addison County, Vermont",205400
2018,5000131525,"Hancock town, Addison County, Vermont",146700
2018,5000139325,"Leicester town, Addison County, Vermont",204400
2018,5000140075,"Lincoln town, Addison County, Vermont",260700
2018,5000144350,"Middlebury town, Addison County, Vermont",252800
2018,5000145550,"Monkton town, Addison County, Vermont",246000
2018,5000148700,"New Haven town, Addison County, Vermont",256600
2018,5000153725,"Orwell town, Addison County, Vermont",219900
2018,5000153950,"Panton town, Addison County, Vermont",250000
2018,5000159650,"Ripton town, Addison County, Vermont",222700
2018,5000162575,"Salisbury town, Addison County, Vermont",245100
2018,5000165050,"Shoreham town, Addison County, Vermont",222900
2018,5000170075,"Starksboro town, Addison County, Vermont",220500
2018,5000174650,"Vergennes city, Addison County, Vermont",220900
2018,5000176075,"Waltham town, Addison County, Vermont",226300
2018,5000183275,"Weybridge town, Addison County, Vermont",339200
2018,5000183800,"Whiting town, Addison County, Vermont",214100
2018,5000301450,"Arlington town, Bennington County, Vermont",248100
2018,5000304825,"Bennington town, Bennington County, Vermont",165500
2018,5000317725,"Dorset town, Bennington County, Vermont",326200
2018,5000327962,"Glastenbury town, Bennington County, Vermont",NA
2018,5000339025,"Landgrove town, Bennington County, Vermont",491700
2018,5000342850,"Manchester town, Bennington County, Vermont",290900
2018,5000355000,"Peru town, Bennington County, Vermont",313500
2018,5000357025,"Pownal town, Bennington County, Vermont",161300
2018,5000358600,"Readsboro town, Bennington County, Vermont",156500
2018,5000361000,"Rupert town, Bennington County, Vermont",281600
2018,5000362875,"Sandgate town, Bennington County, Vermont",172300
2018,5000363175,"Searsburg town, Bennington County, Vermont",137500
2018,5000363550,"Shaftsbury town, Bennington County, Vermont",229100
2018,5000369775,"Stamford town, Bennington County, Vermont",207800
2018,5000371425,"Sunderland town, Bennington County, Vermont",234900
2018,5000385075,"Winhall town, Bennington County, Vermont",314100
2018,5000385675,"Woodford town, Bennington County, Vermont",161700
2018,5000502875,"Barnet town, Caledonia County, Vermont",181800
2018,5000510450,"Burke town, Caledonia County, Vermont",192200
2018,5000517125,"Danville town, Caledonia County, Vermont",216300
2018,5000530550,"Groton town, Caledonia County, Vermont",142500
2018,5000531825,"Hardwick town, Caledonia County, Vermont",125500
2018,5000537900,"Kirby town, Caledonia County, Vermont",202700
2018,5000541725,"Lyndon town, Caledonia County, Vermont",161800
2018,5000547725,"Newark town, Caledonia County, Vermont",175000
2018,5000554400,"Peacham town, Caledonia County, Vermont",258600
2018,5000561525,"Ryegate town, Caledonia County, Vermont",168200
2018,5000562200,"St. Johnsbury town, Caledonia County, Vermont",151800
2018,5000564075,"Sheffield town, Caledonia County, Vermont",127700
2018,5000569925,"Stannard town, Caledonia County, Vermont",123300
2018,5000571575,"Sutton town, Caledonia County, Vermont",206600
2018,5000575700,"Walden town, Caledonia County, Vermont",157800
2018,5000577125,"Waterford town, Caledonia County, Vermont",232600
2018,5000583500,"Wheelock town, Caledonia County, Vermont",161500
2018,5000706550,"Bolton town, Chittenden County, Vermont",192800
2018,5000710300,"Buels gore, Chittenden County, Vermont",NA
2018,5000710675,"Burlington city, Chittenden County, Vermont",279000
2018,5000713300,"Charlotte town, Chittenden County, Vermont",511100
2018,5000714875,"Colchester town, Chittenden County, Vermont",263100
